DCA License Number,License Type,License Expiration Date,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code
1384440-DCA,Business,2025-03-31,REX PARKING CORP.,,10,E 153RD ST,,BRONX,NY,10451,5166984240,Bronx,2
2097362-DCA,Business,2025-03-31,PLATINUM PLUS PARKING LLC,,350,E 30TH ST,,NEW YORK,NY,10016,,Manhattan,1
0368337-DCA,Business,2025-03-31,165 WEST 66TH STREET PARKING LLC,,165,W 66TH ST,,NEW YORK,NY,10023,212-686-9800,Manhattan,1
2088835-DCA,Business,2025-03-31,30-40-60 GARAGE LLC,,60,E 9TH ST,,NEW YORK,NY,10003,6469644323,Manhattan,1
2089165-DCA,Business,2025-03-31,ZANDER GARAGE LLC,,301,ELIZABETH ST,,NEW YORK,NY,10012,646-964-4323,Manhattan,1
2110186-DCA,Business,2025-03-31,668 MP PARKING CORP,,668,BUSHWICK AVE,,BROOKLYN,NY,11221,7189441590,Brooklyn,3
2110241-DCA,Business,2025-03-31,MORNINGSIDE PARKING LLC,,401,W 110TH ST,,NEW YORK,NY,10025,2126869800,Manhattan,1
1361354-DCA,Business,2025-03-31,EAST 61ST STREET PARKING GARAGE CORP.,,150,E 61ST ST,,NEW YORK,NY,10065,212-736-7171,Manhattan,1
2081249-DCA,Business,2025-03-31,PARK 108 LLC,,234,W 108TH ST,,NEW YORK,NY,10025,2129299404,Manhattan,1
2110058-DCA,Business,2025-03-31,MBA II PARKING CORP,,568,UNION AVE,,BROOKLYN,NY,11211,7188642992,Brooklyn,3
1333128-DCA,Business,2025-03-31,2721 NEIGHBORHOOD PARKING LOT CORP.,,2721,BRONXWOOD AVE,,BRONX,NY,10469,347-427-7606,Bronx,2
2009547-DCA,Business,2025-03-31,PARK NORTH PARKING CORP,,220,E 117TH ST,,NEW YORK,NY,10035,2123606300,Manhattan,1
1331651-DCA,Business,2025-03-31,TOWER 25 PARKING LLC,,305,E 24TH ST,,NEW YORK,NY,10010,2126869800,Manhattan,1
2036650-DCA,Business,2025-03-31,IMPARK 1199 PA LLC,,1199,PARK AVE,,NEW YORK,NY,10128,212-937-8660,Manhattan,1
2109967-DCA,Business,2025-03-31,KINGS PARKING INC,,825,39TH ST,,BROOKLYN,NY,11232,6462836893,Brooklyn,3
2110019-DCA,Business,2025-03-31,790 7TH AVENUE PARKING CORP,,790,7TH AVE,,NEW YORK,NY,10019,2127367171,Manhattan,1
2059559-DCA,Business,2025-03-31,IMPERIAL PARKING (US) LLC,,97,CHARLES ST,AKA 100-102 PERRY STREET,NEW YORK,NY,10014,3472733569,Manhattan,1
2043321-DCA,Business,2025-03-31,PARK FDB LLC,,2280,FREDERICK DOUGLASS BLVD,,NEW YORK,NY,10027,2122228487,Manhattan,1
2104759-DCA,Business,2025-03-31,FF PARKING CORP,,4123,CRESCENT ST,,LONG ISLAND CITY,NY,11101,9176012146,Queens,4
1244225-DCA,Business,2025-03-31,PARK KWIK LLC,,110,LIVINGSTON ST,,BROOKLYN,NY,11201,7182222500,Brooklyn,3
2089103-DCA,Business,2025-03-31,PUBLIC PARKING 200 E. 15TH STREET INC,,200,E 15TH ST,,NEW YORK,NY,10003,7187297276,Manhattan,1
2108667-DCA,Business,2025-03-31,KRAJA PARKING GARAGE LLC,,330,E 70TH ST,,NEW YORK,NY,10021,6463398221,Manhattan,1
0368506-DCA,Business,2025-03-31,GEMA PARKING CORP.,,333,E 14TH ST,,NEW YORK,NY,10003,2124774043,Manhattan,1
2106552-DCA,Business,2025-03-31,FF PARKING CORP,,313,SAINT MARKS AVE,,BROOKLYN,NY,11238,9176012146,Brooklyn,3
0800698-DCA,Business,2025-03-31,245 EAST 36TH STREET GARAGE CORP.,,237,E 36TH ST,,NEW YORK,NY,10016,2126880700,Manhattan,1
0947720-DCA,Business,2025-03-31,"ALLIED AUSTIN CO., L.P.",,7020,AUSTIN ST,,FOREST HILLS,NY,11375,7182633800,Queens,4
2083115-DCA,Business,2025-03-31,SYLVAN WINDSOR PARKING LLC,,10724,71ST RD,,FOREST HILLS,NY,11375,718-575-9768,Queens,4
2110989-DCA,Business,2025-03-31,EZ PARK CORP,,14126,NORTHERN BLVD,,FLUSHING,NY,11354,9298017013,Queens,4
2075363-DCA,Business,2025-03-31,SP PLUS CORPORATION,,1500,UNIONPORT RD,,BRONX,NY,10462,2125025490,Bronx,2
2114629-DCA,Business,2025-03-31,SURREY GARAGE 72 ST CORP,,525,E 72ND ST,,NEW YORK,NY,10021,9144197872,Manhattan,1
1461257-DCA,Business,2025-03-31,IMPERIAL PARKING US LLC,IMPARK,450,E 79TH ST,,NEW YORK,NY,10075,3472733569,Manhattan,1
2114666-DCA,Business,2025-03-31,790 8TH AVENUE PARKING CORP.,,790,8TH AVE,,NEW YORK,NY,10019,2127367171,Manhattan,1
2114456-DCA,Business,2025-03-31,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,3916,PRINCE ST,,FLUSHING,NY,11354,7184072575,Queens,4
2057605-DCA,Business,2025-03-31,NEW RIVERDALE PARKING INC.,,3217,IRWIN AVE,,BRONX,NY,10463,2128821911,Bronx,2
2114419-DCA,Business,2025-03-31,Laz Parking New York/New Jersey LLC,,54,NOLL ST,,BROOKLYN,NY,11206,7184072575,Brooklyn,3
2114471-DCA,Business,2025-03-31,Laz Parking New York/New Jersey LLC,LAZ Parking NY/NJ LLC,123,MELROSE ST,,BROOKLYN,NY,11206,7184072575,Brooklyn,3
2104762-DCA,Business,2025-03-31,A & A PARKING CORP,,333,GREENE AVE,,BROOKLYN,NY,11238,9176012146,Brooklyn,3
2083116-DCA,Business,2025-03-31,SYLVAN MIDWAY PARKING LLC,,10818,QUEENS BLVD,,FOREST HILLS,NY,11375,718-575-9440,Queens,4
1371568-DCA,Business,2025-03-31,PARKING SERVICES PLUS INC,,7710,41ST AVE,,ELMHURST,NY,11373,5168254661,Queens,4
1125528-DCA,Business,2025-03-31,WORLD PARKING GARAGE LLC,,1,CENTRAL PARK W,,NEW YORK,NY,10023,2125643199,Manhattan,1
2096489-DCA,Business,2025-03-31,BROOK PARK PARKING CORP,,702,GRAND CONCOURSE,,BRONX,NY,10451,9174705093,Bronx,2
2027380-DCA,Business,2025-03-31,NOSTRAND AVE PARKING CORP,,3804,NOSTRAND AVE,,BROOKLYN,NY,11235,718-934-0252,Brooklyn,3
2000478-DCA,Business,2025-03-31,ENTERPRISE TOREN PARKING LLC,,150,MYRTLE AVE,,BROOKLYN,NY,11201,2125643199,Brooklyn,3
0889341-DCA,Business,2025-03-31,THOMPSON ST. PARKING CORP.,,221,THOMPSON ST,,NEW YORK,NY,10012,2129299404,Manhattan,1
2086766-DCA,Business,2025-03-31,"EAST 65TH GARAGE, LLC",,1189,1ST AVE,,NEW YORK,NY,10065,6469644323,Manhattan,1
1263718-DCA,Business,2025-03-31,WETHEROLE LLC,,6574,WETHEROLE ST,,REGO PARK,NY,11374,7188969896,Queens,4
2033953-DCA,Business,2025-03-31,IMPERIAL HOUSE PARKING MANAGEMENT COMPANY,,155,E 68TH ST,,NEW YORK,NY,10065,2123272626,Manhattan,1
0984236-DCA,Business,2025-03-31,61 JANE PARKING CORP.,,61,JANE ST,,NEW YORK,NY,10014,2122436303,Manhattan,1
2097646-DCA,Business,2025-03-31,NINETY PARK GARAGE LLC,,90,PARK AVE,,NEW YORK,NY,10016,2015871000,Manhattan,1
0427913-DCA,Business,2025-03-31,CA-LI AUTOMATIC TRANSMISSION CORP.,A & S PARKING,103,W 108TH ST,,NEW YORK,NY,10025,2128640137,Manhattan,1
2110693-DCA,Business,2025-03-31,511 EAST 80TH STREET PARKING CORP.,,511,E 80TH ST,,NEW YORK,NY,10075,2127367171,Manhattan,1
0966613-DCA,Business,2025-03-31,"RISING WOLF PARKING GARAGE, LLC",,336,E 9TH ST,,NEW YORK,NY,10003,2124755858,Manhattan,1
1132131-DCA,Business,2025-03-31,250 WEST PARKING CORP.,,250,W 19TH ST,,NEW YORK,NY,10011,2127367171,Manhattan,1
2003467-DCA,Business,2025-03-31,QUIK PARK WEST 23RD STREET GARAGE LLC,,425,W 23RD ST,,NEW YORK,NY,10011,2128322066,Manhattan,1
2095783-DCA,Business,2025-03-31,880 FIFTH AVENUE PARKING MANAGEMENT CORP,,880,5TH AVE,,NEW YORK,NY,10021,2127367171,Manhattan,1
2098613-DCA,Business,2025-03-31,PARKING SYSTEMS PLUS INC,,2027,EMMONS AVE,,BROOKLYN,NY,11235,8009441424,Brooklyn,3
2037397-DCA,Business,2025-03-31,45TH STREET PARKING CORP,,825,2ND AVE,,NEW YORK,NY,10017,2127367171,Manhattan,1
2087136-DCA,Business,2025-03-31,UPPER WEST PARKING INC,,303,W 96TH ST,,NEW YORK,NY,10025,3474487079,Manhattan,1
2090187-DCA,Business,2025-03-31,VANCITY PARKING INC,,70,E 162ND ST,,BRONX,NY,10452,6463689834,Bronx,2
2052194-DCA,Business,2025-03-31,GREENWICH STREET GARAGE LLC,,641,WASHINGTON ST,,NEW YORK,NY,10014,6465840409,Manhattan,1
2060785-DCA,Business,2025-03-31,ENTERPRISE WORLD PARKING LLC,,845,UNITED NATIONS PLZ,,NEW YORK,NY,10017,212-564-3199,Manhattan,1
2083249-DCA,Business,2025-03-31,POO PARKING CORP.,,1650,SELWYN AVE,,BRONX,NY,10457,2124903460,Bronx,2
0976776-DCA,Business,2025-03-31,BRONX CAR PARK SYSTEMS INC.,,2425,SEDGWICK AVE,,BRONX,NY,10468,212-221-6111,Bronx,2
2109500-DCA,Business,2025-03-31,ALPHA PARKING INC,,144,E 17TH ST,,NEW YORK,NY,10003,6466008384,Manhattan,1
1016447-DCA,Business,2025-03-31,PARADISE GARAGE CORP.,,6260,99TH ST,,REGO PARK,NY,11374,2127367171,Queens,4
2077583-DCA,Business,2025-03-31,BROOKLYN BRIDGE GARAGE LLC,,360,FURMAN ST,,BROOKLYN,NY,11201,6465840409,Brooklyn,3
2108230-DCA,Business,2025-03-31,XTELL AUSTIN PARKING LLC,,6860,AUSTIN ST,,FOREST HILLS,NY,11375,917-592-4762,Queens,4
1181002-DCA,Business,2025-03-31,"TIMES SQUARE GARAGE, LLC",MEYERS PARKING,141,W 43RD ST,,NEW YORK,NY,10036,2125025490,Manhattan,1
1155049-DCA,Business,2025-03-31,MOTT PARK LLC,,284,MOTT ST,,NEW YORK,NY,10012,212-564-3199,Manhattan,1
2064520-DCA,Business,2025-03-31,MBA PARKING CORP,,2702,QUEENS PLZ S,,LONG ISLAND CITY,NY,11101,7188642992,Queens,4
2027516-DCA,Business,2025-03-31,TAINO PARKING CORPORATION,,211,E 122ND ST,,NEW YORK,NY,10035,2124109174,Manhattan,1
2109682-DCA,Business,2025-03-31,ATHENA PARKING INC,,219,E 69TH ST,,NEW YORK,NY,10021,6466008384,Manhattan,1
2068161-DCA,Business,2025-03-31,"SPECIALTY PARKING, LLC",,13530,140TH ST,,JAMAICA,NY,11436,321-228-6908,Queens,4
2019880-DCA,Business,2025-03-31,GMH PARK INC,,1326,SPOFFORD AVE,,BRONX,NY,10474,9172140583,Bronx,2
2108218-DCA,Business,2025-03-31,ABRT SERVICES INC,PURCHASE PARK 2 FLY,22-61,94TH ST,,EAST ELMHURST,NY,11369,9085528888,Queens,4
2098489-DCA,Business,2025-03-31,MANHATTAN PREMIUM PARKING LLC,Manhattan Premium Parking,245,E 19TH ST,,NEW YORK,NY,10003,9172614880,Manhattan,1
0926039-DCA,Business,2025-03-31,"SAM PARKING, L.L.C.",,360,W BROADWAY,,NEW YORK,NY,10013,2129666774,Manhattan,1
2110380-DCA,Business,2025-03-31,TENG RUI PARKING LOT II INC,,5521,8TH AVE,,BROOKLYN,NY,11220,9176503933,Brooklyn,3
2087956-DCA,Business,2025-03-31,FLUSHING EZ PARKING INC.,,13203,SANFORD AVE,,FLUSHING,NY,11355,9178152555,Queens,4
2068641-DCA,Business,2025-03-31,ENC PARKING CORPORATION,,69,5TH AVE,,NEW YORK,NY,10003,9173251969,Manhattan,1
2057385-DCA,Business,2025-03-31,PROTO PARKING INC,,250,E 39TH ST,,NEW YORK,NY,10016,6462092694,Manhattan,1
2093859-DCA,Business,2025-03-31,WOC 24TH STREET GARAGE COMPANY LLC,,150,E 24TH ST,,NEW YORK,NY,10010,5165655600,Manhattan,1
1431627-DCA,Business,2025-03-31,AD PARKING INC.,,1140,TIFFANY ST,,BRONX,NY,10459,7189939003,Bronx,2
2009038-DCA,Business,2025-03-31,LM ALDUS PARKING LLC,,941,Hoe Avenue,(Parking Garage Entrance at 962 Aldus Street),Bronx,NY,10459,2127143571,Bronx,2
2082736-DCA,Business,2025-03-31,ABM INDUSTRY GROUPS LLC,ABM PARKING SERVICES,17,E 54TH ST,,NEW YORK,NY,10022,9145255897,Manhattan,1
0972256-DCA,Business,2025-03-31,EASTSIDE PARKING LLC,,45,SUTTON PL S,,NEW YORK,NY,10022,2127143571,Manhattan,1
2002027-DCA,Business,2025-03-31,Prince Tower Parking Corp.,,3636,PRINCE ST,,FLUSHING,NY,11354,,Queens,4
0427239-DCA,Business,2025-03-31,9495 PARKING CORP.,,1832,2ND AVE,,NEW YORK,NY,10128,2122893800,Manhattan,1
2106652-DCA,Business,2025-03-31,PV PARKING IV CORP,,554,W 174TH ST,,NEW YORK,NY,10033,6463024330,Manhattan,1
2109585-DCA,Business,2025-03-31,673 ST NICHOLAS PARKING ASSOCIATES CORP,,673,SAINT NICHOLAS AVE,,NEW YORK,NY,10030,2127367171,Manhattan,1
2091164-DCA,Business,2025-03-31,99 PARK AVENUE PARKING CORP,,99,PARK AVE,,NEW YORK,NY,10016,2127367171,Manhattan,1
2098509-DCA,Business,2025-03-31,LM Michigan Parking LLC,,350,W 43RD ST,,NEW YORK,NY,10036,212-714-3571,Manhattan,1
2010458-DCA,Business,2025-03-31,PARK 18 WEST LLC,,140,W 18TH ST,,NEW YORK,NY,10011,718-349-6200,Manhattan,1
0979174-DCA,Business,2025-03-31,CLINTON HILL GARAGE CORP.,,240,VANDERBILT AVE,,BROOKLYN,NY,11205,3476023636,Brooklyn,3
2104050-DCA,Business,2025-03-31,350 WEST 37TH STREET PARKING CORP.,,350,W 37TH ST,,NEW YORK,NY,10018,2127367171,Manhattan,1
1342356-DCA,Business,2025-03-31,"SESSANTA PARKING CO., LLC",,229,W 60TH ST,,NEW YORK,NY,10023,2128429308,Manhattan,1
2103676-DCA,Business,2025-03-31,"D&J UNION PLAZA PARKING, LLC",,3819,UNION ST,,FLUSHING,NY,11354,9174788431,Queens,4
0800489-DCA,Business,2025-03-31,"MUSS, HYMAN - ET AL",C E TOWERS CO,11835,QUEENS BLVD,,FOREST HILLS,NY,11375,7182633800,Queens,4
1465250-DCA,Business,2025-02-28,SECURE GARAGE DOOR LLC,,10126,98TH ST,,OZONE PARK,NY,11416,7188489477,Queens,4
2044110-DCA,Business,2025-03-31,340 EAST 74TH STREET PARKING CORP,,340,E 74TH ST,,NEW YORK,NY,10021,2127367171,Manhattan,1
2045155-DCA,Business,2025-03-31,170 PARK ROW PARKING CORP,,170,PARK ROW,,NEW YORK,NY,10038,2127367171,Manhattan,1
1181008-DCA,Business,2025-03-31,"POST OFFICE GARAGE, LLC",MEYERS PARKING,340,W 31ST ST,,NEW YORK,NY,10001,2125025490,Manhattan,1
2110270-DCA,Business,2025-03-31,3050 MP PARKING INC,,3050,CORLEAR AVE,,BRONX,NY,10463,7185817841,Bronx,2
2078124-DCA,Business,2025-03-31,GM PARK GROUP INC.,,110,BROADWAY,,BROOKLYN,NY,11249,6466100315,Brooklyn,3
1464995-DCA,Business,2025-03-31,ENTERPRISE 24TH PARKING LLC,,214,E 24TH ST,,NEW YORK,NY,10010,2125643199,Manhattan,1
2108625-DCA,Business,2025-03-31,180 MYRTLE AVENUE GARAGE LLC,,180,MYRTLE AVE,,BROOKLYN,NY,11201,6465840409,Brooklyn,3
2085989-DCA,Business,2025-03-31,CATON PARKING LLC,,33,CATON PL,,BROOKLYN,NY,11218,7329058338,Brooklyn,3
1205557-DCA,Business,2025-03-31,DEB PARKING LLC,,300,W 135TH ST,,NEW YORK,NY,10030,2127143571,Manhattan,1
0367613-DCA,Business,2025-03-31,THE BERGER'S PARKING CORPORATION,196 GARAGE,196,E 75TH ST,,NEW YORK,NY,10021,2125358291,Manhattan,1
2083101-DCA,Business,2025-03-31,ISABEL PARKING LLC,,20,E 161ST ST,,BRONX,NY,10451,6465840409,Bronx,2
2082681-DCA,Business,2025-03-31,ABM INDUSTRY GROUPS LLC,ABM PARKING SERVICES,866,UNITED NATIONS PLZ,,NEW YORK,NY,10017,9145255897,Manhattan,1
1153766-DCA,Business,2025-03-31,MPC PARKING LLC,,1104,2ND AVE,,NEW YORK,NY,10022,2126869800,Manhattan,1
2083091-DCA,Business,2025-03-31,ISABEL PARKING LLC,,71,E 153RD ST,,BRONX,NY,10451,6465840409,Bronx,2
2109569-DCA,Business,2025-03-31,60 EAST PARKING CORP,,60,E 12TH ST,,NEW YORK,NY,10003,9176643792,Manhattan,1
2096441-DCA,Business,2025-03-31,TENG RUI PARKING LOT INC,,741,61ST ST,,BROOKLYN,NY,11220,,Brooklyn,3
1303884-DCA,Business,2025-03-31,D'ALMONTE ENTERPRISES PARKING GARAGE INC.,,2080,JEROME AVE,,BRONX,NY,10453,3478620100,Bronx,2
1182190-DCA,Business,2025-03-31,MANHATTAN PARKING EAST 48TH STREET CORP.,,141,E 48TH ST,,NEW YORK,NY,10017,2124903460,Manhattan,1
2104452-DCA,Business,2025-03-31,155 WEST 21ST STREET PARKING CORP,,159,W 21ST ST,,NEW YORK,NY,10011,2127367171,Manhattan,1
2105962-DCA,Business,2025-03-31,315 WEST 33RD STREET GARAGE LLC,,312,W 34TH ST,,NEW YORK,NY,10001,646-584-0409,Manhattan,1
2045008-DCA,Business,2025-03-31,155 EAST 55TH STREET PARKING CORP,,155,E 55TH ST,,NEW YORK,NY,10022,2127367171,Manhattan,1
2088972-DCA,Business,2025-03-31,MORRIS AVENUE PARKING LLC,,655,MORRIS AVE,,BRONX,NY,10451,6465027200,Bronx,2
2001479-DCA,Business,2025-03-31,ENTERPRISE 230 PARKING LLC,,230,E 30TH ST,,NEW YORK,NY,10016,2126863330,Manhattan,1
2016568-DCA,Business,2025-03-31,515 NINTH AVENUE PARKING INC,,511,9TH AVE,,NEW YORK,NY,10018,212-736-7171,Manhattan,1
1343881-DCA,Business,2025-03-31,SEAPORT PARKING LLC,,80,BEEKMAN ST,,NEW YORK,NY,10038,2126869800,Manhattan,1
1231157-DCA,Business,2025-03-31,MURRAY PARK GARAGE CO. LLC,,120,E 34TH ST,,NEW YORK,NY,10016,2122139600,Manhattan,1
2103454-DCA,Business,2025-03-31,456 PARKING LLC,XTELL PARKING,456,GRAND ST,,BROOKLYN,NY,11211,917-592-4762,Brooklyn,3
2114503-DCA,Business,2025-03-31,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,14474,NORTHERN BLVD,,FLUSHING,NY,11354,7184072575,Queens,4
2002574-DCA,Business,2025-03-31,"CHOY & C GROUP, INC.",Easy Parking,4235,MAIN ST,,FLUSHING,NY,11355,,Queens,4
2078121-DCA,Business,2025-03-31,GM PARK GROUP INC.,,116,NOSTRAND AVE,,BROOKLYN,NY,11205,6466100315,Brooklyn,3
1148653-DCA,Business,2025-03-31,UPTOWN PARKING CORP.,,1721-1735,AMSTERDAM AVE,,NEW YORK,NY,10031,2124903460,Manhattan,1
2094609-DCA,Business,2025-03-31,200 CHAMBERS STREET GARAGE LLC,,200,CHAMBERS ST,,NEW YORK,NY,10007,6465840409 9-642,Manhattan,1
2103698-DCA,Business,2025-03-31,340 EAST 94TH STREET PARKING CORP,,340,E 94TH ST,,NEW YORK,NY,10128,2127367171,Manhattan,1
2102857-DCA,Business,2025-03-31,900 PARK GARAGE LLC,,900,PARK AVE,,NEW YORK,NY,10075,6465840409,Manhattan,1
1420682-DCA,Business,2025-03-31,QUEENS WEST PARKING LLC,,476,47TH AVE,,LONG ISLAND CITY,NY,11109,2127143571,Queens,4
2006828-DCA,Business,2025-03-31,QUIK PARK MORTON LLC,,1,MORTON SQ,,NEW YORK,NY,10014,2126869800,Manhattan,1
2103596-DCA,Business,2025-03-31,J P PARKING II CORP,,4501,BROADWAY,,NEW YORK,NY,10040,2018000358,Manhattan,1
1379517-DCA,Business,2025-03-31,ENTERPRISE ANN PARKING LLC,,57,ANN ST,,NEW YORK,NY,10038,2127143571,Manhattan,1
2095900-DCA,Business,2025-03-31,ADRIANA PARKING CORP,,535,E 75TH ST,,NEW YORK,NY,10021,9172146019,Manhattan,1
1182377-DCA,Business,2025-03-31,PRONTO PARKING CORP,,169,E 65TH ST,,NEW YORK,NY,10065,2124903460,Manhattan,1
2101209-DCA,Business,2025-03-31,69 EAST 80TH STREET PARKING CORP.,,69,E 80TH ST,,NEW YORK,NY,10075,2127367171,Manhattan,1
2110467-DCA,Business,2025-03-31,THOMSON AVENUE GARAGE LLC,,2728,THOMSON AVE,,LONG ISLAND CITY,NY,11101,646-584-0409,Queens,4
1423764-DCA,Business,2025-03-31,SAMO PARKING LLC,,401,E 74TH ST,,NEW YORK,NY,10021,2127143571,Manhattan,1
1250775-DCA,Business,2025-03-31,JENUWEN CAR PARK INC.,,590,FLATBUSH AVE,,BROOKLYN,NY,11225,2122216111,Brooklyn,3
2108505-DCA,Business,2025-03-31,MANHATTAN PREMIUM PARKING LLC,,1420,YORK AVE,,NEW YORK,NY,10021,9172614880,Manhattan,1
2051094-DCA,Business,2025-03-31,LINC GARAGE LLC,,20,N 5TH ST,,BROOKLYN,NY,11249,646-584-0409,Brooklyn,3
2105515-DCA,Business,2025-03-31,MP 59 PARKING LLC,,124,W 60TH ST,,NEW YORK,NY,10023,2124903460,Manhattan,1
1133687-DCA,Business,2025-03-31,SAWYER PARKING LLC,,150,W 20TH ST,,NEW YORK,NY,10011,2122428310,Manhattan,1
2096250-DCA,Business,2025-03-31,MP 2909 LLC,,2740,HOYT AVE S,,ASTORIA,NY,11102,2124903460,Queens,4
2045376-DCA,Business,2025-03-31,CHELSEA 29 PARKING LLC,,525,W 28TH ST,,NEW YORK,NY,10001,2126869800,Manhattan,1
2104915-DCA,Business,2025-03-31,MBA ONE PARKING CORP,,12,ECKFORD ST,,BROOKLYN,NY,11222,7188642992,Brooklyn,3
1340052-DCA,Business,2025-03-31,NYULMC E GARAGE CORP.,,333,E 38TH ST,,NEW YORK,NY,10016,2127367171,Manhattan,1
2079557-DCA,Business,2025-03-31,PARK PLACE GARAGE LLC,,99,CHURCH ST,,NEW YORK,NY,10007,6465840409,Manhattan,1
2106435-DCA,Business,2025-03-31,7 VANDAM STREET PARKING CORP.,,14,CHARLTON ST,,NEW YORK,NY,10014,2127367171,Manhattan,1
2106166-DCA,Business,2025-03-31,REALPRO PARKING LLC,,330,E 39TH ST,,NEW YORK,NY,10016,2126869800,Manhattan,1
2092450-DCA,Business,2025-03-31,VANCITY PARKING INC,,355,E 72ND ST,,NEW YORK,NY,10021,6463689834,Manhattan,1
2078866-DCA,Business,2025-03-31,LM BONNEVILLE PARKING LLC,,329,E 22ND ST,,NEW YORK,NY,10010,2127143571,Manhattan,1
2081153-DCA,Business,2025-03-31,200 EAST END AVENUE PARKING CORP,,200,E END AVE,,NEW YORK,NY,10128,2127367171,Manhattan,1
2114770-DCA,Business,2025-03-31,Rego Center Garage LLC,,6135,JUNCTION BLVD,,rego park,NY,11374,2128947000,Queens,4
2084415-DCA,Business,2025-03-31,20166 PARKING LLC,,202,E 67TH ST,,NEW YORK,NY,10065,212-794-0111,Manhattan,1
2103464-DCA,Business,2025-03-31,XTELL PARKING LLC,XTELL PARKING,17802,HILLSIDE AVE,,JAMAICA,NY,11432,917-592-4762,Queens,4
0968559-DCA,Business,2025-03-31,EFFICIENT PARKING LLC,,170,W 23RD ST,,NEW YORK,NY,10011,212-686-9800,Manhattan,1
0429461-DCA,Business,2025-03-31,1056 5TH AVE. PARKING LLC,,1056,5TH AVE,,NEW YORK,NY,10028,2126869800,Manhattan,1
2083029-DCA,Business,2025-03-31,35 PARK AVENUE GARAGE LLC,,35,PARK AVE,,NEW YORK,NY,10016,6465840409,Manhattan,1
2097974-DCA,Business,2025-03-31,MP BROADWAY 11 LLC,,11,BROADWAY,,BROOKLYN,NY,11249,2124903460,Brooklyn,3
2107942-DCA,Business,2025-03-31,615 GARAGE CORPORATION,,800,5TH AVE,,NEW YORK,NY,10065,2126168900,Manhattan,1
1151780-DCA,Business,2025-03-31,"BROOK PARKING GARAGE, INC.",,420,E 167TH ST,,BRONX,NY,10456,7185888328,Bronx,2
2106439-DCA,Business,2025-03-31,BK PARKING GROUP INC,,351,E 51ST ST,,NEW YORK,NY,10022,9173277488,Manhattan,1
2083950-DCA,Business,2025-03-31,PARK LANE HOTEL GARAGE LLC,,36-38,CENTRAL PARK S,,NEW YORK,NY,10019,6465840409,Manhattan,1
2114494-DCA,Business,2025-03-31,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,555,WAVERLY AVE,,BROOKLYN,NY,11238,7184072575,Brooklyn,3
2028691-DCA,Business,2025-03-31,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",LAZ PARKING NY/NJ,501,E 87TH ST,,NEW YORK,NY,10128,8605227641,Manhattan,1
2083909-DCA,Business,2025-03-31,"RELIABLE PARKING, CORP.",,585,E 169TH ST,,BRONX,NY,10456,2124903460,Bronx,2
2048152-DCA,Business,2025-03-31,EALGE PARKING GARAGE INC.,,759,EAGLE AVE,,BRONX,NY,10456,3472207660,Bronx,2
2065046-DCA,Business,2025-03-31,DELTA PARKING INC,,240,E 82ND ST,,NEW YORK,NY,10028,929-340-4785,Manhattan,1
2110358-DCA,Business,2025-03-31,101 WEST 12TH STREET PARKING CORP.,,101,W 12TH ST,,NEW YORK,NY,10011,2127367171,Manhattan,1
2083093-DCA,Business,2025-03-31,ISABEL PARKING LLC,,951,RIVER AVE,,BRONX,NY,10452,6465840409,Bronx,2
1100843-DCA,Business,2025-03-31,LIVINGSTON STREET PARKING LLC,,111,LIVINGSTON ST,,BROOKLYN,NY,11201,212-686-9800,Brooklyn,3
2045012-DCA,Business,2025-03-31,65 WEST 55TH STREET PARKING CORP,,57,W 55TH ST,,NEW YORK,NY,10019,2127367171,Manhattan,1
2082096-DCA,Business,2025-03-31,EMERALD PARKING SOLUTIONS INC.,,1600,SEDGWICK AVE,,BRONX,NY,10453,3476385589,Bronx,2
2082673-DCA,Business,2025-03-31,SEWARD PARK GARAGE LLC,,413,GRAND ST,,NEW YORK,NY,10002,6465840409,Manhattan,1
2097363-DCA,Business,2025-03-31,MP PIER PARKING LLC,,353,WEST ST,,NEW YORK,NY,10014,2124903460,Manhattan,1
2067168-DCA,Business,2025-03-31,ELMHURST PARKING CORPORATION,,7911,41ST AVE,,ELMHURST,NY,11373,9173251969,Queens,4
2023311-DCA,Business,2025-03-31,PARK KWIK LLC,,60,WATER ST,,BROOKLYN,NY,11201,7182222500,Brooklyn,3
2112371-DCA,Business,2025-03-31,GREENWICH STREET PARKING LLC,,75,PARK PL,AKA 255 GREENWICH STREET,NEW YORK,NY,10007,,Manhattan,1
2083253-DCA,Business,2025-03-31,REED PARKING CORP.,,10025,QUEENS BLVD,,FOREST HILLS,NY,11375,2124903460,Queens,4
2087759-DCA,Business,2025-03-31,132 EAST 35TH STREET GARAGE LLC,,132,E 35TH ST,,NEW YORK,NY,10016,6465840409,Manhattan,1
2092475-DCA,Business,2025-03-31,214 WEST 88TH STREET GARAGE LLC,,214,W 88TH ST,,NEW YORK,NY,10024,6465840409,Manhattan,1
