DCA License Number,License Type,License Expiration Date,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code
0953645-DCA,Business,,"J & B PARKING GARAGE, INC.",,477,W 165TH ST,,NEW YORK,NY,10032,2125433328,Manhattan,1
1347707-DCA,Business,03/31/2019,"FORBES, DUDLEY",GOOD LUCK PARKING,447,EUCLID AVE,,BROOKLYN,NY,11208,718-277-3866,Brooklyn,3
1127531-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,330,E 61ST ST,,NEW YORK,NY,10065,2126296602,Manhattan,1
1471216-DCA,Business,03/31/2015,115 WEST 25TH STREET PARKING CORP.,,112,W 25TH ST,,NEW YORK,NY,10001,2122439808,Manhattan,1
1262404-DCA,Business,03/31/2017,RIBAR PARKING LLC,,160,W 10TH ST,,NEW YORK,NY,10014,2129293041,Manhattan,1
1463452-DCA,Business,03/31/2015,"KINNEY PARKING SYSTEM, LLC",,215,W 87TH ST,,NEW YORK,NY,10024,2125025490,Manhattan,1
2008327-DCA,Business,07/06/2018,LOWER EAST SIDE DISTRICT MANAGEMENT ASSOCIATION INC,,135,DELANCEY ST,,NEW YORK,NY,10002,212-276-9010,Manhattan,1
1155355-DCA,Business,03/31/2011,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,100,W 57TH ST,,NEW YORK,NY,10019,9999999999,Manhattan,1
1472956-DCA,Business,03/31/2015,CANDACE PARKING CORP.,,120,W 97TH ST,,NEW YORK,NY,10025,2124903460,Manhattan,1
2019546-DCA,Business,03/31/2017,GMH PARK INC,,2330,HOFFMAN ST,,BRONX,NY,10458,9172140583,Bronx,2
1312358-DCA,Business,03/31/2017,337 PARKING LLC,,337,E 64TH ST,,NEW YORK,NY,10065,2128799796,Manhattan,1
1233434-DCA,Business,03/31/2019,FLATIRON 20 PARKING LLC,,21,W 20 ST,,NEW YORK,NY,10011,2122439384,Manhattan,1
1470081-DCA,Business,03/31/2019,"KINNEY PARKING SYSTEM, LLC",,2500,JOHNSON AVE,,BRONX,NY,10463,2124450172,Bronx,2
1422156-DCA,Business,03/31/2013,UPPER MANHATTAN PARKING LLC,,1845,PARK AVE,,NEW YORK,NY,10035,2124211117,Manhattan,1
0368910-DCA,Business,03/31/2017,CHATHAM PARKING SYSTEMS INC.,,180,PARK ROW,,NEW YORK,NY,10038,2125137143,Manhattan,1
0916698-DCA,Business,03/31/2017,SHARP PARKING LLC,SHARP PARKING,825,2ND AVE,,NEW YORK,NY,10017,2126869800,Manhattan,1
1378340-DCA,Business,03/31/2013,"IMPERIAL PARKING (U.S.), LLC",IMPARK,450,E 79TH ST,,NEW YORK,NY,10075,2129378660,Manhattan,1
0368185-DCA,Business,03/31/2017,BRICIN PARKING CORP.,,155,E 55TH ST,,NEW YORK,NY,10022,2127565451,Manhattan,1
1360546-DCA,Business,02/17/2015,"ATLANTIC PARKING MGMT, LLC",,238,ATLANTIC AVE,,BROOKLYN,NY,11201,2127957275,Brooklyn,3
0981503-DCA,Business,03/31/2019,SKY PARKING CORP.,,121,READE ST,,NEW YORK,NY,10013,212-490-3460,Manhattan,1
1416883-DCA,Business,03/31/2015,CP PARKING CORP.,,13331,39TH AVE,,FLUSHING,NY,11354,9175785635,Queens,4
1347585-DCA,Business,03/31/2011,REX PARKING CORP.,,532,W 53RD ST,,NEW YORK,NY,10019,5166984240,Manhattan,1
1444907-DCA,Business,03/31/2015,PIERCE PARKING LLC,,80,W END AVE,,NEW YORK,NY,10023,2127143571,Manhattan,1
1187786-DCA,Business,03/31/2011,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,34,RIVER TER,,NEW YORK,NY,10282,2125025490,Manhattan,1
1300920-DCA,Business,03/31/2013,ALLIANCE AMHERST PARKING LLC,,401,E 74TH ST,,NEW YORK,NY,10021,2125810535,Manhattan,1
1251175-DCA,Business,03/31/2017,CONTINENTAL TOWERS PARKING LLC,,301,E 79TH ST,,NEW YORK,NY,10075,2126501936,Manhattan,1
2015979-DCA,Business,03/31/2017,"IMPERIAL PARKING US, LLC",IMPARK,40,PROSPECT ST,,STATEN ISLAND,NY,10304,2129378660,Staten Island,5
1360070-DCA,Business,03/31/2013,WELCOME PARKING LIMITED LIABILITY COMPANY,,128,W 42ND ST,,NEW YORK,NY,10036,2016807129,Manhattan,1
1146716-DCA,Business,03/31/2015,BROTHERS CAR PARK LLC,,180,MONTAGUE ST,,BROOKLYN,NY,11201,2122216111,Brooklyn,3
2005027-DCA,Business,03/31/2017,162 PARKING MGMT LLC.,,528,W 162ND ST,,NEW YORK,NY,10032,,Manhattan,1
1381379-DCA,Business,03/31/2017,LEMAR PARKING CORP.,,519,W 161ST ST,,NEW YORK,NY,10032,718-681-7406,Manhattan,1
0369346-DCA,Business,03/31/2017,NOBLE PARKING LLC,,310,E 40TH ST,,NEW YORK,NY,10016,212-686-9800,Manhattan,1
1174338-DCA,Business,03/31/2013,"BEST BUY AUTOMOTIVE, INC.",,1855,E TREMONT AVE,,BRONX,NY,10460,7188636816,Bronx,2
1402130-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,800,AVENUE OF THE AMERICAS,,NEW YORK,NY,10001,2125025490,Manhattan,1
2007341-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,4007,73RD ST,,WOODSIDE,NY,11377,2126954568,Queens,4
1363801-DCA,Business,11/28/2010,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,20,E 161ST ST,,BRONX,NY,10451,7185887800,Bronx,2
2000569-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,75,PARK PLACE,,NEW YORK,NY,10016,2125025490,Manhattan,1
1099298-DCA,Business,03/31/2021,SECURE PARKING LLC,,363,W 30TH ST,,NEW YORK,NY,10001,2126869800,Manhattan,1
1463445-DCA,Business,03/31/2015,"KINNEY PARKING SYSTEM, LLC",,38,W 46TH ST,,NEW YORK,NY,10036,2125025490,Manhattan,1
1415872-DCA,Business,02/21/2012,ZR PARKING LLC,,3538,JUNCTION BLVD,,CORONA,NY,11368,6314212686,Queens,4
1189957-DCA,Business,03/31/2011,VICTOR GARAGE CORP.,,275,PARK AVE,,BROOKLYN,NY,11205,7188559571,Brooklyn,3
1326545-DCA,Business,03/31/2015,QUIK PARK BPC LLC,QUIK PARK INC.,70,LITTLE WEST ST,,NEW YORK,NY,10004,2128322066,Manhattan,1
1413066-DCA,Business,09/20/2016,"ST. ANN'S PARKING GARAGE, LLC",,800,SAINT ANNS AVE,,BRONX,NY,10456,7184080141,Bronx,2
2003398-DCA,Business,03/31/2019,"DIAMOND 1 PARKING GARAGE, INC.",,284,DYCKMAN ST,,NEW YORK,NY,10034,347-843-5023,Manhattan,1
1306361-DCA,Business,03/31/2019,AMPCO SYSTEM PARKING,,750,LEXINGTON AVE,,NEW YORK,NY,10022,2127542678,Manhattan,1
0962865-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,25,W 48TH ST,,NEW YORK,NY,10020,2126296602,Manhattan,1
2043316-DCA,Business,03/31/2019,130 ST. FELIX STREET PARKING CORP.,,130,SAINT FELIX ST,,BROOKLYN,NY,11217,2127419009,Brooklyn,3
1320334-DCA,Business,03/31/2017,QUIK PARK RIVERSIDE GARAGE LLC,,779,RIVERSIDE DR,,NEW YORK,NY,10032,2128322066,Manhattan,1
2007093-DCA,Business,09/04/2016,"CONEY ISLAND COMMONS PARKING, CORP",,2960,W 29TH ST,,BROOKLYN,NY,11224,7182850102,Brooklyn,3
1405781-DCA,Business,03/31/2013,HILLSIDE AVE PARKING LOT CORP,,17535,HILLSIDE AVE,,JAMAICA,NY,11432,7187396270,Queens,4
1468063-DCA,Business,03/31/2015,"KINNEY PARKING SYSTEM, LLC",,56,N MOORE ST,,NEW YORK,NY,10013,2125025490,Manhattan,1
1155791-DCA,Business,03/31/2011,J & A PARKING INC,,376,E 184TH ST,,BRONX,NY,10458,7186180992,Bronx,2
2031027-DCA,Business,01/14/2016,"IMPERIAL PARKING (U.S.), LLC",IMPARK,353,4TH AVE,,BROOKLYN,NY,11215,212-934-8660,Brooklyn,3
1464918-DCA,Business,03/31/2015,"KINNEY PARKING SYSTEM, LLC",,6575,SAUNDERS ST,,REGO PARK,NY,11374,2125025490,Queens,4
1020843-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,1900,ARCHER ST,,BRONX,NY,10462,2126296602,Bronx,2
1463456-DCA,Business,03/31/2015,"KINNEY PARKING SYSTEM, LLC",,135,E 33RD ST,,NEW YORK,NY,10016,2125025490,Manhattan,1
1140019-DCA,Business,03/31/2013,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,882,7TH AVE,,NEW YORK,NY,10019,2126296602,Manhattan,1
1225844-DCA,Business,03/31/2011,STATE PREMIER PROPERTY INC.,BRANDON PARKING LOT,1325,BOSTON RD,,BRONX,NY,10456,7188610321,Bronx,2
1347469-DCA,Business,03/31/2011,STANDARD PARKING CORPORATION,,200,W 79TH ST,,NEW YORK,NY,10024,2129163491,Manhattan,1
1060717-DCA,Business,03/31/2013,ENTERPRISE 30TH STREET GARAGE LLC,,343,10TH AVE,,NEW YORK,NY,10001,2127442277,Manhattan,1
2006473-DCA,Business,03/31/2019,EZY PARKING GO INC,,930,SHERIDAN AVE,,BRONX,NY,10451,7182944264,Bronx,2
2004972-DCA,Business,03/31/2017,189 park llc,,4741,PARK AVE,,BRONX,NY,10458,917-731-2034,Bronx,2
2020385-DCA,Business,03/31/2019,PV PARKING V CORP,,4007,73RD ST,,WOODSIDE,NY,11377,7186094200,Queens,4
2068514-DCA,Business,06/04/2018,ENTERPRISE 36TH STREET PARKING LLC,,411,W 35TH ST,,NEW YORK,NY,10001,212-564-3199,Manhattan,1
1172794-DCA,Business,03/31/2021,EMPIRE PARKING CORP.,,303,W 96TH ST,,NEW YORK,NY,10025,212-262-4771,Manhattan,1
1010038-DCA,Business,03/31/2013,PARK GATE PARKING INC.,,750,COLUMBUS AVE,,NEW YORK,NY,10025,2127367171,Manhattan,1
1307068-DCA,Business,03/31/2011,125 CHARLES PARKING LLC,,139,CHARLES ST,,NEW YORK,NY,10014,2033212175,Manhattan,1
1029322-DCA,Business,03/31/2015,STANDARD PARKING CORPORATION,,200,CENTRAL PARK W,,NEW YORK,NY,10024,2123137275,Manhattan,1
1301648-DCA,Business,03/31/2013,"MY NEW PARKING, INC.",,1380,DR MARTIN L KING JR BLVD,,BRONX,NY,10452,3475388602,Bronx,2
1455314-DCA,Business,03/31/2019,"IMPERIAL PARKING (U.S.), LLC",,405,E 63RD ST,,NEW YORK,NY,10065,2129378660,Manhattan,1
2054987-DCA,Business,03/31/2019,TLC PARKING INC,,1600,SEDGWICK AVE,,BRONX,NY,10453,3475388602,Bronx,2
1432047-DCA,Business,03/31/2019,EZ2 PARK LLC,,240,E 82ND ST,,NEW YORK,NY,10028,2127446300,Manhattan,1
1415613-DCA,Business,09/10/2012,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,117,KENT AVE,,BROOKLYN,NY,11249,2125025490,Brooklyn,3
1417677-DCA,Business,03/31/2013,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,405,E 63RD ST,,NEW YORK,NY,10065,2125025490,Manhattan,1
0976815-DCA,Business,03/31/2015,"WILSHIRE CAR PARK, INC.",,18230,WEXFORD TER,,JAMAICA,NY,11432,2122216111,Queens,4
1362221-DCA,Business,03/31/2019,CFS 2907 JFK LLC,AVISTAR AIRPORT PARKING,13024,S CONDUIT AVE,,JAMAICA,NY,11430,7183222221,Queens,4
0953176-DCA,Business,03/31/2021,COMFORT PARK LLC,,301,ELIZABETH ST,,NEW YORK,NY,10012,2126869800,Manhattan,1
2001372-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,158,W 20TH STREET,,NEW YORK,NY,10011,2125025490,Manhattan,1
1401121-DCA,Business,03/20/2017,CHAMPION PARKING 61 LLC,,1113,YORK AVE,,NEW YORK,NY,10065,2123085959,Manhattan,1
1128837-DCA,Business,03/31/2013,"THE GGG PARKING, INC.",,1565,JEROME AVE,,BRONX,NY,10452,7189015222,Bronx,2
2016405-DCA,Business,03/31/2019,BELLTEL CAR PARK LLC,,101,WILLOUGHBY ST,,BROOKLYN,NY,11201,212-996-6363 EXT14,Brooklyn,3
1186204-DCA,Business,03/31/2015,"I. R. PARKING, INC",,112,W 25TH ST,,NEW YORK,NY,10001,5169381310,Manhattan,1
2014360-DCA,Business,03/31/2017,EHTE PARKING CORP,,357,E 57TH ST,,NEW YORK,NY,10022,2128381629,Manhattan,1
1304957-DCA,Business,03/31/2019,"QUIK PARK BROOKLYN BRIDGE, LLC",,360,FURMAN ST,,BROOKLYN,NY,11201,212-832-2066,Brooklyn,3
1263650-DCA,Business,03/31/2013,V.M.C. PARKING INC.,SOLO PARKING,316,W 118TH ST,,NEW YORK,NY,10026,2125312924,Manhattan,1
1291722-DCA,Business,03/31/2015,"COVE CAR PARK, LLC",,3085,VERNON BLVD,,ASTORIA,NY,11102,2122216111,Queens,4
1263624-DCA,Business,03/31/2013,200 SCHERMERHORN GARAGE CORP.,,200,SCHERMERHORN ST,,BROOKLYN,NY,11201,2127367171,Brooklyn,3
1190381-DCA,Business,03/31/2011,"IMPERIAL PARKING (U.S.), INC",IMPARK,121,W 125TH ST,,NEW YORK,NY,10027,2129378660,Manhattan,1
1271802-DCA,Business,03/31/2011,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,530,E 73RD ST,,NEW YORK,NY,10021,2125025490,Manhattan,1
0896827-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,75,PARK PL,,NEW YORK,NY,10007,2125649199,Manhattan,1
0469348-DCA,Business,03/31/2015,GEMAT PARKING CORP.,,233,E 69TH ST,,NEW YORK,NY,10021,2125359302,Manhattan,1
0954109-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,147,W 83RD ST,,NEW YORK,NY,10024,2125025490,Manhattan,1
1181103-DCA,Business,03/31/2011,"LPARK 2, LLC",LAZ PARKING,457,W 150TH ST,,NEW YORK,NY,10031,2127517033,Manhattan,1
1463921-DCA,Business,03/31/2019,QUIK PARK NASSAU LLC,,150,NASSAU ST,,NEW YORK,NY,10038,2128322066,Manhattan,1
1216345-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,351,JAY ST,,BROOKLYN,NY,11201,7186254215,Brooklyn,3
1130359-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,403,E 60TH ST,,NEW YORK,NY,10022,2126296602,Manhattan,1
1145568-DCA,Business,03/31/2011,L.E. PARKING INC.,,65,NEW YORK AVE,,BROOKLYN,NY,11216,7187780796,Brooklyn,3
1350459-DCA,Business,03/14/2011,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,800,AVENUE OF THE AMERICAS,,NEW YORK,NY,10001,2125025490,Manhattan,1
1138103-DCA,Business,03/31/2011,INDOOR PARKING CORP.,,164,DYCKMAN ST,,NEW YORK,NY,10040,2129429804,Manhattan,1
1233094-DCA,Business,03/31/2013,W. 28TH GARAGE PARKING LLC,,241,W 28TH ST,,NEW YORK,NY,10001,2126869800,Manhattan,1
2045159-DCA,Business,03/29/2018,282 SOUTH 5TH PARKING LLC,,282,S 5TH ST,,BROOKLYN,NY,11211,212-837-4590,Brooklyn,3
1275681-DCA,Business,03/31/2015,QUIK PARK WEST 58TH LLC,QUIK PARK INC.,116,CENTRAL PARK S,,NEW YORK,NY,10019,2128322066,Manhattan,1
2024665-DCA,Business,03/31/2017,"252 PARKING, LLC",EXCEL PARKING,252,SCHERMERHORN ST,,BROOKLYN,NY,11217,212-837-4509,Brooklyn,3
1382589-DCA,Business,12/16/2015,"STRAND PARKING MGMT, LLC",,500,W 43RD ST,,NEW YORK,NY,10036,2127957275,Manhattan,1
2001361-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,115,E 87TH ST,,NEW YORK,NY,10128,2125025490,Manhattan,1
2006475-DCA,Business,03/31/2019,EZY PARKING GO INC,,1981,CEDAR AVE,,BRONX,NY,10452,7182944264,Bronx,2
1387235-DCA,Business,03/31/2015,222 WEST 14TH STREET PARKING CORP.,,222,W 14TH ST,,NEW YORK,NY,10011,2122485900,Manhattan,1
1387697-DCA,Business,01/01/2015,QUIK PARK 801 GARAGE LLC,,801,AMSTERDAM AVE,,NEW YORK,NY,10025,2128322066,Manhattan,1
2000589-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,115,FORT WASHINGTON AVE,,NEW YORK,NY,10032,2125025490,Manhattan,1
0945260-DCA,Business,03/31/2011,FEDERAL REALTY LIMITED PARTNERSHIP,,9777,QUEENS BLVD,,REGO PARK,NY,11374,7185754692,Queens,4
1215113-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,500,5TH AVE,,BROOKLYN,NY,11215,7183698185,Brooklyn,3
1245815-DCA,Business,05/17/2017,"OCEAN CAR PARK, LLC",,17,BATTERY PL,,NEW YORK,NY,10004,2129966363,Manhattan,1
0367518-DCA,Business,03/31/2019,MANHATTAN PARKING SYSTEM - WEST 58TH. ST. CORP.,,200,E 67TH ST,,NEW YORK,NY,10065,212-308-5959,Manhattan,1
1398262-DCA,Business,03/31/2017,"PARK IN AUTO SERVICES, INC.",,71,KENMARE ST,,NEW YORK,NY,10012,2129661186,Manhattan,1
1177630-DCA,Business,03/31/2017,METROPOLITAN PARKING GROUP LLC,,4172,BROADWAY,,NEW YORK,NY,10033,2124903460,Manhattan,1
2027514-DCA,Business,08/02/2016,SHERWOOD 21 GARAGE LLC,SHERWOOD 21 GARAGE LLC,500,W 21ST ST,,NEW YORK,NY,10011,2129808000,Manhattan,1
1389555-DCA,Business,03/31/2013,STANDARD PARKING CORPORATION,,951,RIVER AVE,,BRONX,NY,10452,7185887802,Bronx,2
1226138-DCA,Business,03/31/2011,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,5,E 102ND ST,,NEW YORK,NY,10029,2125025490,Manhattan,1
1373390-DCA,Business,03/31/2013,VINCENT 15 PARKING LLC,,553,AVENUE OF THE AMERICAS,,NEW YORK,NY,10011,2126869800,Manhattan,1
1331277-DCA,Business,03/31/2015,CHAMPION PARKING 77 LLC,,219,W 77TH ST,,NEW YORK,NY,10024,2123085959,Manhattan,1
1117317-DCA,Business,03/31/2011,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,4017,MAIN ST,,FLUSHING,NY,11354,2126296602,Queens,4
1107288-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,27,W 52ND ST,,NEW YORK,NY,10019,2126296602,Manhattan,1
1351758-DCA,Business,03/31/2015,STANDARD PARKING CORPORATION,,10460,QUEENS BLVD,,FOREST HILLS,NY,11375,7188971220,Queens,4
1384333-DCA,Business,03/31/2017,"C21 PARKING MGMT, LLC",,416,87TH ST,,BROOKLYN,NY,11209,212-795-7275,Brooklyn,3
2114433-DCA,Business,08/28/2023,EYEPARK US INC,,224,W 124TH ST,,NEW YORK,NY,10027,514-927-6050,Manhattan,1
2011162-DCA,Business,03/31/2015,k one parking inc,,2160,WEBSTER AVE,,BRONX,NY,10457,3478545507,Bronx,2
1463594-DCA,Business,03/31/2019,"KINNEY PARKING SYSTEM, LLC",,58,W 58TH ST,,NEW YORK,NY,10019,2125025490,Manhattan,1
0955190-DCA,Business,03/31/2011,BETH PARKING CORP.,,225,RECTOR PL,,NEW YORK,NY,10280,2127533100,Manhattan,1
2024463-DCA,Business,10/21/2015,MP WEST 57TH LLC,,9,W 57TH ST,,NEW YORK,NY,10019,2124903460,Manhattan,1
1404566-DCA,Business,03/31/2013,ENTERPRISE WASHINGTON PARKING LLC,,545,WASHINGTON AVE,,BROOKLYN,NY,11238,2126270012,Brooklyn,3
1070451-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,350,E 30TH ST,,NEW YORK,NY,10016,2127798311,Manhattan,1
2031030-DCA,Business,03/31/2017,"IMPERIAL PARKING (U.S.), LLC",IMPARK,500,4TH AVE,,BROOKLYN,NY,11215,212-934-8660,Brooklyn,3
1331441-DCA,Business,03/31/2011,"CARPARK 39TH STREET, LLC",,80,PARK AVE,,NEW YORK,NY,10016,2128661000,Manhattan,1
2009474-DCA,Business,03/31/2017,100 Varick Realty LLC,403 East 60th Street Parking LLC,403,E 60TH ST,,NEW YORK,NY,10022,2125343939,Manhattan,1
0971313-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,135,E 47TH ST,,NEW YORK,NY,10017,2126296602,Manhattan,1
1369473-DCA,Business,03/31/2015,PARK RIGHT CORPORATION,,307,SAINT MARKS AVE,,BROOKLYN,NY,11238,2122624771,Brooklyn,3
2026962-DCA,Business,03/31/2017,GMH PARK INC,,5229,BROADWAY,,BRONX,NY,10463,9172140583,Bronx,2
2051013-DCA,Business,03/31/2021,LENOX 65 PARKING LLC,,1189,1ST AVE,,NEW YORK,NY,10065,2126869800,Manhattan,1
1117862-DCA,Business,01/11/2017,DYNAMIC PARKING LLC,,222,E 41ST ST,,NEW YORK,NY,10017,2126869800,Manhattan,1
0427125-DCA,Business,03/31/2025,ADVANCE PARKING LLC,,249,W 43RD ST,,NEW YORK,NY,10036,2122218902212-686-9800,Manhattan,1
1383522-DCA,Business,03/31/2013,"IMPERIAL PARKING (U.S.), LLC",IMPARK,212,S OXFORD ST,,BROOKLYN,NY,11217,2129378660,Brooklyn,3
1397270-DCA,Business,03/31/2013,CH RENTAL PARKING LLC,,414,HICKS ST,,BROOKLYN,NY,11201,2123483268,Brooklyn,3
1348880-DCA,Business,03/31/2011,K & R PARKING CORP.,,1872,E TREMONT AVE,,BRONX,NY,10460,6467376163,Bronx,2
2013149-DCA,Business,09/05/2018,PF PARKING CORP.,,24,LEONARD ST,,NEW YORK,NY,10013,5163781222,Manhattan,1
1262200-DCA,Business,03/31/2011,"FLASH 31 MANAGEMENT, LLC",,124,W 31ST ST,,NEW YORK,NY,10001,7187880066,Manhattan,1
1135161-DCA,Business,03/31/2015,WEST SIDE PARKING CORP.,,432,WASHINGTON ST,,NEW YORK,NY,10013,2122748513,Manhattan,1
2022495-DCA,Business,03/31/2017,"QSB 267 PROPERTY CO, LLC",,271,W 87TH ST,,NEW YORK,NY,10024,,Manhattan,1
1320538-DCA,Business,06/25/2013,GRAND CAR PARK LLC,,110,E 42ND ST,,NEW YORK,NY,10017,2122216111,Manhattan,1
1231896-DCA,Business,08/12/2010,IMPARK NORTH END LLC,,211,N END AVE,,NEW YORK,NY,10282,2129378660,Manhattan,1
1452993-DCA,Business,03/31/2019,SAB PARKING INC.,,200,E END AVE,,NEW YORK,NY,10128,6468610883,Manhattan,1
1002428-DCA,Business,03/31/2019,REED PARKING CORP.,,10025,QUEENS BLVD,,FLUSHING,NY,11375,2124903460,Queens,4
1338987-DCA,Business,03/31/2019,MANHATTAN PARKING E 71 ST  CORP,,311,E 71ST ST,,NEW YORK,NY,10021,2128619652,Manhattan,1
1177270-DCA,Business,03/31/2011,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,501,E 87TH ST,,NEW YORK,NY,10128,2125025490,Manhattan,1
0881522-DCA,Business,03/31/2013,DEAN STREET PARKING CORP.,,885,DEAN ST,,BROOKLYN,NY,11238,7183983409,Brooklyn,3
2034099-DCA,Business,03/31/2017,LM SUSIE PARKING LLC,,214,W 95TH ST,,NEW YORK,NY,10025,2127143571,Manhattan,1
1295462-DCA,Business,04/21/2014,PARAMOUNT CAR PARK LLC,,353,4TH AVE,,BROOKLYN,NY,11215,2122216111,Brooklyn,3
1423788-DCA,Business,03/31/2019,ABLE PARKING LLC,,160,W 124TH ST,,NEW YORK,NY,10027,2129299404,Manhattan,1
1286774-DCA,Business,06/09/2013,"ALLIANCE IMPALA PARKING, LLC",,404,E 76TH ST,,NEW YORK,NY,10021,2125810535,Manhattan,1
0898031-DCA,Business,03/31/2013,EDISON 9TH AVENUE PARKING CORPORATION,,440,W 33RD ST,,NEW YORK,NY,10001,2016432080,Manhattan,1
1206738-DCA,Business,03/31/2011,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,15001,89TH AVE,,JAMAICA,NY,11432,2125025490,Queens,4
1379494-DCA,Business,03/31/2017,ONE PARKING 200 PARK INC.,ONE PARKING,200,PARK AVE,,NEW YORK,NY,10166,5618337222,Manhattan,1
1335774-DCA,Business,03/31/2013,UPTOWN PARKING GARAGE CORPORATION,,160,W 124TH ST,,NEW YORK,NY,10027,6462593636,Manhattan,1
1386662-DCA,Business,03/31/2015,TODAY PARKING CORP.,,284,DYCKMAN ST,,NEW YORK,NY,10034,2125696249,Manhattan,1
0427429-DCA,Business,03/31/2013,STOP-PARK GARAGE CORP.,CENTRAL PARKING SYSTEM,18,MORTON ST,,NEW YORK,NY,10014,2126296602,Manhattan,1
1280337-DCA,Business,03/31/2011,STANDARD PARKING CORPORATION,,71,E 153RD ST,,BRONX,NY,10451,7182926515,Bronx,2
1450868-DCA,Business,03/31/2013,QUIK PARK TRUFFLES LLC,,12,E 13TH ST,,NEW YORK,NY,10003,2128322066,Manhattan,1
0948602-DCA,Business,03/31/2011,82ND ST. PARKING GARAGE CORP.,,3555,82ND ST,,JACKSON HEIGHTS,NY,11372,7187794774,Queens,4
1157539-DCA,Business,03/31/2011,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,200,E 88TH ST,,NEW YORK,NY,10128,2125025490,Manhattan,1
1364914-DCA,Business,03/31/2017,"RENOIR CAR PARK, LLC",,225,E 63RD ST,,NEW YORK,NY,10065,2129966363,Manhattan,1
1415620-DCA,Business,03/31/2013,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,568,UNION AVE,,BROOKLYN,NY,11211,2125025490,Brooklyn,3
1160254-DCA,Business,04/13/2014,207 GARAGE L.L.C.,,3875,9TH AVE,,NEW YORK,NY,10034,8004090819,Manhattan,1
1175732-DCA,Business,03/31/2017,"90 WASHINGTON CAR PARK, LLC",GGMC,90,WASHINGTON ST,,NEW YORK,NY,10006,2129966363,Manhattan,1
1288781-DCA,Business,03/31/2019,AMPCO SYSTEM PARKING,,13,E 54TH ST,,NEW YORK,NY,10022,2127542678,Manhattan,1
1126177-DCA,Business,03/31/2015,FANDA PARKING LLC,,340,E 74TH ST,,NEW YORK,NY,10021,2125945050,Manhattan,1
1275692-DCA,Business,03/31/2019,"ESP GROUP OF NEW YORK, INC.",,349,LENOX RD,,BROOKLYN,NY,11226,7184697672,Brooklyn,3
1440018-DCA,Business,10/30/2012,ARTHUR MANAGEMENT CORPORATION,,4400,3RD AVE,,BRONX,NY,10457,7186188021,Bronx,2
1247739-DCA,Business,03/31/2015,LONG ISLAND JEWISH MEDICAL CENTER,,27117,76TH AVE,,NEW HYDE PARK,NY,11040,7184707764,Queens,4
1099887-DCA,Business,03/31/2013,WEST 31ST GARAGE CORP.,,148,W 31ST ST,,NEW YORK,NY,10001,2127367171,Manhattan,1
2045551-DCA,Business,06/26/2019,QUIK PARK TRIBECA II LLC,,450,WASHINGTON ST,,NEW YORK,NY,10013,2126869800,Manhattan,1
1440441-DCA,Business,03/31/2019,QUIK PARK PCVST GARAGE LLC,,527,E 14TH ST,,NEW YORK,NY,10009,2126145862,Manhattan,1
