DCA License Number,License Type,License Expiration Date,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,License Creation Date,Industry,Detail,Community Board,Council District,BIN,BBL,NTA,Census Tract,Longitude,Latitude,Location
2107029-DCA,Business,2025-03-31,WEST 72ND STREET GARAGE LLC,,15,W 72ND ST,,NEW YORK,NY,10023,,Manhattan,1,2022-06-27,Garage and Parking Lot,"Vehicle Spaces: 200, Bicycle Spaces: 24",107,06,1028636,1011250024,,,-73.97710153327209,40.77670990781583,"(40.77670990781583, -73.97710153327209)"
0801652-DCA,Business,2025-03-31,PROUD PARKING LLC,,5,E 22ND ST,,NEW YORK,NY,10010,2126869800,Manhattan,1,2006-05-17,Garage,"Vehicle Spaces: 86, Bicycle Spaces: 8",105,2,1016304,1008510501,MN13,56,-73.9889756040575,40.740426136626134,"(40.740426136626134, -73.9889756040575)"
1230416-DCA,Business,2025-03-31,MP 97 LLC,,217,E 96TH ST,,NEW YORK,NY,10128,212-490-3460,Manhattan,1,2007-12-17,Garage and Parking Lot,"Vehicle Spaces: 200, Bicycle Spaces: 20",111,8,1086570,1016460502,MN33,15602,-73.94870499368949,40.78493771760252,"(40.78493771760252, -73.94870499368949)"
2016720-DCA,Business,2025-03-31,MONTAGUE PARKING LLC,,180,MONTAGUE ST,,BROOKLYN,NY,11201,2126869800,Brooklyn,3,2014-12-22,Garage and Parking Lot,"Vehicle Spaces: 82, Bicycle Spaces: 0",302,33,3002105,3002500030,BK09,9,-73.99175638291497,40.69407835075458,"(40.69407835075458, -73.99175638291497)"
1097397-DCA,Business,2025-03-31,"STABLE CAR PARKING, INC.",,614,W 153RD ST,,NEW YORK,NY,10031,212-979-9815,Manhattan,1,2001-11-29,Garage,"Vehicle Spaces: 135, Bicycle Spaces: 14",109,7,1062471,1020990040,MN04,237,-73.94758478574963,40.831800625785824,"(40.831800625785824, -73.94758478574963)"
2096426-DCA,Business,2025-03-31,EAST 58 PARKING LLC,,115,E 57TH ST,,NEW YORK,NY,10022,9179391515,Manhattan,1,2020-09-17,Garage,"Vehicle Spaces: 94, Bicycle Spaces: 9",105,04,1036926,1013127501,,,-73.96999558186654,40.761299305165565,"(40.761299305165565, -73.96999558186654)"
1312579-DCA,Business,2025-03-31,"PARK 139TH, LLC",,34,W 139TH ST,,NEW YORK,NY,10037,2122340855,Manhattan,1,2009-03-27,Garage,"Vehicle Spaces: 72, Bicycle Spaces: 7",110,9,1087516,1017360501,MN03,212,-73.93683149559669,40.81576060014264,"(40.81576060014264, -73.93683149559669)"
1354465-DCA,Business,2025-03-31,"PARK 139TH, LLC",,29,W 138TH ST,,NEW YORK,NY,10037,2122340855,Manhattan,1,2010-05-18,Garage,"Vehicle Spaces: 72, Bicycle Spaces: 7",110,9,1087610,1017360027,MN03,212,-73.93767008976492,40.81528896455536,"(40.81528896455536, -73.93767008976492)"
2008790-DCA,Business,2025-03-31,WEST 43 PARKING LLC,,635,W 42ND ST,,NEW YORK,NY,10036,2122624771,Manhattan,1,2014-05-28,Garage,"Vehicle Spaces: 100, Bicycle Spaces: 10",104,03,1087539,1010907501,MN15,129,-73.99937911953567,40.761281252805055,"(40.761281252805055, -73.99937911953567)"
1312575-DCA,Business,2025-03-31,"PARK 117TH, LLC",,279,W 117TH ST,,NEW YORK,NY,10026,2122220242,Manhattan,1,2009-03-27,Garage,"Vehicle Spaces: 71, Bicycle Spaces: 7",110,9,1086232,1019230001,MN11,218,-73.95420539322119,40.80482559994171,"(40.80482559994171, -73.95420539322119)"
2086774-DCA,Business,2025-03-31,68 PARKING INC,,13633,37TH AVE,,FLUSHING,NY,11354,6469966479,Queens,4,2019-06-04,Garage,"Vehicle Spaces: 102, Bicycle Spaces: 10",407,20,4596827,4049777503,QN22,869,-73.83005056816629,40.761809149492414,"(40.761809149492414, -73.83005056816629)"
2105738-DCA,Business,2025-03-31,BRIGHT MANAGEMENT SOLUTIONS LLC,LINDEN PARKING,123,LINDEN BLVD,,BROOKLYN,NY,11226,2122624771,Brooklyn,3,2022-05-03,Garage,"Vehicle Spaces: 293, Bicycle Spaces: 30",317,40,3116661,3050840084,,,-73.95422712196176,40.6524148264688,"(40.6524148264688, -73.95422712196176)"
2110656-DCA,Business,2025-03-31,EAST 80TH STREET GARAGE LLC,,345,E 80TH ST,,NEW YORK,NY,10075,646-574-0045,Manhattan,1,2023-01-18,Garage and Parking Lot,"Vehicle Spaces: 129, Bicycle Spaces: 13",108,05,1076841,1015437501,,,-73.95286232390775,40.77331279027021,"(40.77331279027021, -73.95286232390775)"
2061663-DCA,Business,2025-03-31,169 LUDLOW PARKING LLC,,180,ORCHARD ST,,NEW YORK,NY,10002,212-262-4771,Manhattan,1,2017-11-27,Garage,"Vehicle Spaces: 99, Bicycle Spaces: 0",103,01,1090121,1004127501,MN27,3001,-73.98830404884531,40.7218523134901,"(40.7218523134901, -73.98830404884531)"
2090148-DCA,Business,2025-03-31,150 CHARLES STREET GARAGE LLC,,150,CHARLES ST,,NEW YORK,NY,10014,6465840409,Manhattan,1,2019-09-03,Garage and Parking Lot,"Vehicle Spaces: 92, Bicycle Spaces: 9",102,03,1089743,1006367503,MN23,75,-74.00881145407467,40.73403379826885,"(40.73403379826885, -74.00881145407467)"
2101547-DCA,Business,2025-03-31,PENTA PARKING LLC,,156,E 105TH ST,,NEW YORK,NY,10029,2129299404,Manhattan,1,2021-09-16,Garage,"Vehicle Spaces: 89, Bicycle Spaces: 9",111,08,1051976,1016320048,,,-73.94628763192534,40.79135654576607,"(40.79135654576607, -73.94628763192534)"
0901963-DCA,Business,2025-03-31,GRACIE PUBLIC PARKING CORP.,,401,E 89TH ST,,NEW YORK,NY,10128,2127367171,Manhattan,1,1997-03-27,Garage,"Vehicle Spaces: 114, Bicycle Spaces: 11",108,5,1076331,1015690502,MN32,152,-73.94762299637955,40.77867100042157,"(40.77867100042157, -73.94762299637955)"
2096223-DCA,Business,2025-03-31,600 COLUMBUS PARKING CORP,,600,COLUMBUS AVE,,NEW YORK,NY,10024,2127367171,Manhattan,1,2020-08-18,Garage,"Vehicle Spaces: 101, Bicycle Spaces: 10",107,06,1032439,1012200029,,,-73.97103774415604,40.78864539367313,"(40.78864539367313, -73.97103774415604)"
2036981-DCA,Business,2025-03-31,316 BERGEN PARKING CORP,,312,BERGEN ST,,BROOKLYN,NY,11217,2127367171,Brooklyn,3,2016-05-03,Garage,"Vehicle Spaces: 42, Bicycle Spaces: 0",302,33,3000000,3003890005,BK38,127,-73.98143145359523,40.68319138889326,"(40.68319138889326, -73.98143145359523)"
2093047-DCA,Business,2025-03-31,A & J PARKING LLC,3470 FORT INDEPENDENCE STREET PARKING,3470,FORT INDEPENDENCE ST,,BRONX,NY,10463,9143143157,Bronx,2,2019-12-17,Garage,"Vehicle Spaces: 60, Bicycle Spaces: 6",208,11,,,,,-73.89884456209464,40.88172725167505,"(40.88172725167505, -73.89884456209464)"
2109284-DCA,Business,2025-03-31,57 PARK OPS LLC,,357,E 57TH ST,,NEW YORK,NY,10022,2129299404,Manhattan,1,2022-10-12,Garage,"Vehicle Spaces: 75, Bicycle Spaces: 8",106,05,1040014,1013507501,,,-73.96369436876499,40.75864332432004,"(40.75864332432004, -73.96369436876499)"
0368157-DCA,Business,2025-03-31,EFFECTIVE PARKING LLC,,435,W 57TH ST,,NEW YORK,NY,10019,2126869800,Manhattan,1,2006-05-15,Garage,"Vehicle Spaces: 55, Bicycle Spaces: 5",104,6,1026883,1010670012,MN15,139,-73.98682654175653,40.76839487197145,"(40.76839487197145, -73.98682654175653)"
2099665-DCA,Business,2025-03-31,VANCITY PARKING INC,,415,GREENWICH ST,,NEW YORK,NY,10013,6463689834,Manhattan,1,2021-06-24,Garage,"Vehicle Spaces: 72, Bicycle Spaces: 7",101,01,1002807,1002157504,,,-74.00988487548328,40.721561538821334,"(40.721561538821334, -74.00988487548328)"
2054849-DCA,Business,2025-03-31,70TH PARK OPS LLC,,400,E 70TH ST,,NEW YORK,NY,10021,2129299404,Manhattan,1,2017-06-22,Garage,"Vehicle Spaces: 56, Bicycle Spaces: 6",108,05,1045589,1014647501,MN31,124,-73.95662531215173,40.76634537326798,"(40.76634537326798, -73.95662531215173)"
2057853-DCA,Business,2025-03-31,255 SCHERMERHORN STREET PARKING CORP.,,33,BOND ST,,BROOKLYN,NY,11201,2127367171,Brooklyn,3,2017-09-05,Garage and Parking Lot,"Vehicle Spaces: 160, Bicycle Spaces: 16",302,33,3422112,3001660001,BK38,37,-73.98365834326495,40.68864284240401,"(40.68864284240401, -73.98365834326495)"
2015757-DCA,Business,2025-03-31,116TH-117TH STREET PARKING CORP.,,23,W 116TH ST,,NEW YORK,NY,10026,2127367171,Manhattan,1,2014-11-21,Garage,"Vehicle Spaces: 113, Bicycle Spaces: 11",110,09,1000000,1016007502,MN11,190,-73.9474211542746,40.801081643562604,"(40.801081643562604, -73.9474211542746)"
2078116-DCA,Business,2025-03-31,HOYT & SCHERMERHORN PARKING LLC.,,45,HOYT ST,,BROOKLYN,NY,11201,2126869800,Brooklyn,3,2018-09-13,Garage,"Vehicle Spaces: 120, Bicycle Spaces: 12",302,33,3000495,3001650001,BK38,37,-73.98597315941812,40.68926895544534,"(40.68926895544534, -73.98597315941812)"
2087587-DCA,Business,2025-03-31,A PLUS PARKING LLC,,13620,BOOTH MEMORIAL AVE,,FLUSHING,NY,11355,3477329349,Queens,4,2019-06-25,Garage,"Vehicle Spaces: 147, Bicycle Spaces: 15",407,20,4000000,4063710010,QN62,799,-73.8287199859422,40.74721333716133,"(40.74721333716133, -73.8287199859422)"
2019665-DCA,Business,2025-03-31,93RD STREET PARKING LLC,,100,W 93RD ST,,NEW YORK,NY,10025,212-686-9800,Manhattan,1,2015-03-18,Garage and Parking Lot,"Vehicle Spaces: 127, Bicycle Spaces: 12",107,06,1032526,1012237503,MN12,177,-73.96899992363257,40.79095043803797,"(40.79095043803797, -73.96899992363257)"
2112890-DCA,Business,2025-03-31,LANDON PARKING LLC,,520,W 43RD ST,,NEW YORK,NY,10036,212-686-9800,Manhattan,1,2023-05-01,Garage and Parking Lot,"Vehicle Spaces: 75, Bicycle Spaces: 8",104,03,1085659,1010710042,,,-73.99633610625824,40.76086399523876,"(40.76086399523876, -73.99633610625824)"
2083251-DCA,Business,2025-03-31,MANHATTAN PARKING BORO CORP,,40,CLINTON ST,,BROOKLYN,NY,11201,2124903460,Brooklyn,3,2019-03-15,Garage and Parking Lot,"Vehicle Spaces: 50, Bicycle Spaces: 0",302,33,3001936,3002380065,BK09,502,-73.99190047080123,40.69537389156891,"(40.69537389156891, -73.99190047080123)"
2083832-DCA,Business,2025-03-31,RELIABLE PARKING CORP.,,1193,FRANKLIN AVE,,BRONX,NY,10456,2124903460,Bronx,2,2019-03-28,Garage,"Vehicle Spaces: 150, Bicycle Spaces: 15",203,16,2000000,2026110046,BX35,185,-73.90405822592884,40.82983486092684,"(40.82983486092684, -73.90405822592884)"
1312149-DCA,Business,2025-03-31,ENTERPRISE 40TH PARKING CORP.,,315,E 40TH ST,,NEW YORK,NY,10016,2127367171,Manhattan,1,2009-03-24,Garage,"Vehicle Spaces: 334, Bicycle Spaces: 21",106,4,1038646,1013330018,MN19,88,-73.97280563756271,40.74840793133938,"(40.74840793133938, -73.97280563756271)"
1470216-DCA,Business,2025-03-31,KK ENTERPRISE GROUP INC,,554,W 182ND ST,,NEW YORK,NY,10033,9173277488,Manhattan,1,2013-07-30,Garage and Parking Lot,"Vehicle Spaces: 31, Bicycle Spaces:",112,10,1063664,1021540057,,,-73.93232102885955,40.84948781974212,"(40.84948781974212, -73.93232102885955)"
2082682-DCA,Business,2025-03-31,ABM INDUSTRY GROUPS LLC,ABM PARKING SERVICES,750,LEXINGTON AVE,,NEW YORK,NY,10022,9145255897,Manhattan,1,2019-02-28,Garage,"Vehicle Spaces: 72, Bicycle Spaces: 7",108,04,1075639,1013940013,MN40,11402,-73.96855470923397,40.76251484208311,"(40.76251484208311, -73.96855470923397)"
0980801-DCA,Business,2025-03-31,"FIRST AVENUE PARKING, LLC",,630,1ST AVE,,NEW YORK,NY,10016,2127367171,Manhattan,1,1998-03-19,Garage,"Vehicle Spaces: 100, Bicycle Spaces: 10",106,4,1022060,1009680501,MN19,8601,-73.97246048847664,40.74521021666899,"(40.74521021666899, -73.97246048847664)"
2107995-DCA,Business,2025-03-31,1760 EASTERN PARKING LLC,NAGLE PARKING,1709,SAINT MARKS AVE,,BROOKLYN,NY,11233,,Brooklyn,3,2022-08-08,Garage,"Vehicle Spaces: 34, Bicycle Spaces: 0",316,41,3403261,3014550070,,,-73.9101022770054,40.6730158257852,"(40.6730158257852, -73.9101022770054)"
2082400-DCA,Business,2025-03-31,RGL PARKING & TRANSPORTATION LLC,,4129,24TH ST,,LONG ISLAND CITY,NY,11101,9178419280,Queens,4,2019-02-20,Garage,"Vehicle Spaces: 37, Bicycle Spaces:",401,26,4594898,4004140117,QN68,33,-73.94028811924424,40.75217792689496,"(40.75217792689496, -73.94028811924424)"
1317191-DCA,Business,2025-03-31,QUIK PARK CHESAPEAKE LLC,,400,E 81ST ST,,NEW YORK,NY,10028,2128322066,Manhattan,1,2013-03-04,Garage,"Vehicle Spaces: 129, Bicycle Spaces: 12",108,5,1050360,1015600001,MN32,136,-73.95166344074802,40.773619704306135,"(40.773619704306135, -73.95166344074802)"
1151777-DCA,Business,2025-03-31,"BROOK PARKING GARAGE, INC.",,418,E 167TH ST,,BRONX,NY,10456,7185888328,Bronx,2,2003-09-16,Parking Lot,"Vehicle Spaces: 64, Bicycle Spaces: 6",203,16,,,BX14,143,-73.90963302806338,40.83043496717228,"(40.83043496717228, -73.90963302806338)"
2083087-DCA,Business,2025-03-31,ISABEL PARKING LLC,,950,RIVER AVE,,BRONX,NY,10452,6465840409,Bronx,2,2019-03-13,Garage,"Vehicle Spaces: 1205, Bicycle Spaces: 30",204,08,2002992,2024850001,BX63,195,-73.9245716488821,40.83015751029564,"(40.83015751029564, -73.9245716488821)"
2065381-DCA,Business,2025-03-31,1050 FIFTH AVENUE PARKING CORP,,1050,5TH AVE,,NEW YORK,NY,10028,9172615152,Manhattan,1,2018-01-25,Garage,"Vehicle Spaces: 49, Bicycle Spaces: 0",108,04,1046845,1014980001,MN40,15002,-73.96033094818989,40.781623921945815,"(40.781623921945815, -73.96033094818989)"
2080641-DCA,Business,2025-03-31,150 EAST 18TH STREET PARKING CORP,,196-202,THIRD AVE,,NEW YORK,NY,10003,2127367171,Manhattan,1,2018-12-12,Garage,"Vehicle Spaces: 58, Bicycle Spaces: 6",106,02,1017857,1008730040,MN21,50,-73.98558815662872,40.73549893199463,"(40.73549893199463, -73.98558815662872)"
2103699-DCA,Business,2025-03-31,354 EAST 91ST STREET PARKING CORP,,1749,1ST AVE,,NEW YORK,NY,10128,2127367171,Manhattan,1,2022-01-31,Garage,"Vehicle Spaces: 39, Bicycle Spaces: 0",108,05,1087664,1015530027,,,-73.94724657990747,40.77980989428275,"(40.77980989428275, -73.94724657990747)"
2108624-DCA,Business,2025-03-31,1675 BROADWAY GARAGE LLC,,1675,BROADWAY,,NEW YORK,NY,10019,2124903460,Manhattan,1,2022-09-07,Garage and Parking Lot,"Vehicle Spaces: 61, Bicycle Spaces: 6",105,03,1076199,1010240015,,,-73.98307336043467,40.76296253838058,"(40.76296253838058, -73.98307336043467)"
2067173-DCA,Business,2025-03-31,ELMHURST PARKING CORPORATION,,8015,41ST AVE,,ELMHURST,NY,11373,9173251969,Queens,4,2018-03-02,Garage and Parking Lot,"Vehicle Spaces: 98, Bicycle Spaces: 10",404,25,4036854,4014910021,QN29,26901,-73.88525756003034,40.74582607332756,"(40.74582607332756, -73.88525756003034)"
1182737-DCA,Business,2025-03-31,323 WEST 34TH STREET LLC,MEYERS PARKING,323,W 34TH ST,,NEW YORK,NY,10001,2124903460,Manhattan,1,2004-10-15,Garage,"Vehicle Spaces: 450, Bicycle Spaces: 23",104,3,1013559,1007580025,MN13,111,-73.99432979299263,40.75256654976554,"(40.75256654976554, -73.99432979299263)"
2086374-DCA,Business,2025-03-31,SEWARD PARK GARAGE LLC,,240,E BROADWAY,,NEW YORK,NY,10002,6465840409,Manhattan,1,2019-05-24,Garage,"Vehicle Spaces: 418, Bicycle Spaces: 22",103,01,1082654,1003150001,MN28,1401,-73.98631416715611,40.71438909214236,"(40.71438909214236, -73.98631416715611)"
2103151-DCA,Business,2025-03-31,MP 80 DEKALB PARKING LLC,,74,DEKALB AVE,,BROOKLYN,NY,11201,2124903460,Brooklyn,3,2021-12-16,Garage and Parking Lot,"Vehicle Spaces: 126, Bicycle Spaces: 13",302,35,3391840,3020940010,,,-73.97993674881879,40.6898719107593,"(40.6898719107593, -73.97993674881879)"
2092125-DCA,Business,2025-03-31,KK ENTERPRISE GROUP INC,,4745,PARK AVE,,BRONX,NY,10458,9173277488,Bronx,2,2019-11-08,Garage,"Vehicle Spaces: 73, Bicycle Spaces: 7",206,15,2094608,2030330004,,,-73.89158887593463,40.86038614253566,"(40.86038614253566, -73.89158887593463)"
2105939-DCA,Business,2025-03-31,MP CROY PARKING LLC,,12,E 86TH ST,,NEW YORK,NY,10028,2124903460,Manhattan,1,2022-05-11,Garage,"Vehicle Spaces: 72, Bicycle Spaces: 7",108,04,1046830,1014970009,,,-73.95990144939537,40.78129989454938,"(40.78129989454938, -73.95990144939537)"
2103455-DCA,Business,2025-03-31,8936 PARKING LLC,XTELL PARKING,8936,SUTPHIN BLVD,,JAMAICA,NY,11435,917-592-4762,Queens,4,2022-01-13,Garage,"Vehicle Spaces: 118, Bicycle Spaces: 17",412,24,4206749,4096760013,,,-73.80865671511962,40.703496096442734,"(40.703496096442734, -73.80865671511962)"
1254733-DCA,Business,2025-03-31,"CODY CAR PARK, INC.",,555,11TH ST,,BROOKLYN,NY,11215,2122216111,Brooklyn,3,2011-08-18,Garage,"Vehicle Spaces: 94, Bicycle Spaces: 9",,,,,BK37,151,-77.51958437167269,40.11238533659802,"(40.11238533659802, -77.51958437167269)"
2114957-DCA,Business,2025-03-31,EZ PARK CORP,,9729,64TH RD,,REGO PARK,NY,11374,9298017013,Queens,4,2023-07-10,Garage,"Vehicle Spaces: 90, Bicycle Spaces: 9",406,29,4622920,4020917502,,,-73.85895796611763,40.72938048440189,"(40.72938048440189, -73.85895796611763)"
1180717-DCA,Business,2025-03-31,118 PARKING CORP.,,1682,PARK AVE,,NEW YORK,NY,10035,2127367171,Manhattan,1,2004-09-22,Garage,"Vehicle Spaces: 52, Bicycle Spaces: 5",111,9,0,1000000000,MN34,184,-73.94214075459034,40.80080464140376,"(40.80080464140376, -73.94214075459034)"
1338875-DCA,Business,2025-03-31,MANHATTAN PARKING - GOLD CORP.,,220,E 54TH ST,,NEW YORK,NY,10022,2124903460,Manhattan,1,2009-11-16,Garage,"Vehicle Spaces: 30, Bicycle Spaces:",106,5,1038567,1013270037,MN19,98,-73.96828610043902,40.75804358085777,"(40.75804358085777, -73.96828610043902)"
2038904-DCA,Business,2025-03-31,247 NORTH 7TH STREET PARKING CORP,,249,N 7TH ST,,BROOKLYN,NY,11211,2127367171,Brooklyn,3,2016-06-10,Garage,"Vehicle Spaces: 27, Bicycle Spaces: 0",301,33,3397906,3023220028,BK73,519,-73.95460197294653,40.715898807353334,"(40.715898807353334, -73.95460197294653)"
2084204-DCA,Business,2025-03-31,142 WEST 57TH STREET PARKING CORP.,,146,W 57TH ST,,NEW YORK,NY,10019,2127367171,Manhattan,1,2019-04-04,Garage,"Vehicle Spaces: 89, Bicycle Spaces: 9",105,04,1085969,1010097501,MN17,137,-73.97919929536859,40.7651522082792,"(40.7651522082792, -73.97919929536859)"
1409708-DCA,Business,2025-03-31,"LASALLE PARKING, LLC","HOWARD, LANCE",220,E 9TH ST,,NEW YORK,NY,10003,2127143571,Manhattan,1,2011-09-30,Garage,"Vehicle Spaces: 174, Bicycle Spaces: 17",103,2,1079839,1004640020,MN22,38,-73.98837844699989,40.72966389945646,"(40.72966389945646, -73.98837844699989)"
2087319-DCA,Business,2025-03-31,147-36 94TH AVENUE PARKING CORP.,,14736,94TH AVE,,JAMAICA,NY,11435,2127367171,Queens,4,2019-06-18,Garage,"Vehicle Spaces: 105, Bicycle Spaces: 11",412,27,4214012,4099997501,QN61,208,-73.80627061223024,40.699256921088654,"(40.699256921088654, -73.80627061223024)"
1079092-DCA,Business,2025-03-31,"IMPACT CAR PARK, LLC",,333,W 26TH ST,,NEW YORK,NY,10001,2122216111,Manhattan,1,2011-08-18,Garage,"Vehicle Spaces: 839, Bicycle Spaces: 28",104,3,1082795,1007510001,MN13,97,-73.99841563232964,40.74776885959998,"(40.74776885959998, -73.99841563232964)"
1352539-DCA,Business,2025-03-31,ANITA HOLDING LLC,,9905,63RD DR,,REGO PARK,NY,11374,2125642111,Queens,4,2010-05-05,Garage,"Vehicle Spaces: 297, Bicycle Spaces: 20",406,24,4539430,4021110501,QN17,721,-73.85619269401182,40.73175128052093,"(40.73175128052093, -73.85619269401182)"
2092475-DCA,Business,2025-03-31,214 WEST 88TH STREET GARAGE LLC,,214,W 88TH ST,,NEW YORK,NY,10024,6465840409,Manhattan,1,2019-11-25,Garage and Parking Lot,"Vehicle Spaces: 131, Bicycle Spaces: 13",107,06,1080398,1012350042,,,-73.97454406678902,40.78918144416664,"(40.78918144416664, -73.97454406678902)"
2087759-DCA,Business,2025-03-31,132 EAST 35TH STREET GARAGE LLC,,132,E 35TH ST,,NEW YORK,NY,10016,6465840409,Manhattan,1,2019-06-28,Garage and Parking Lot,"Vehicle Spaces: 85, Bicycle Spaces: 9",106,02,1018519,1008900020,MN20,72,-73.97946837198066,40.747154961582225,"(40.747154961582225, -73.97946837198066)"
2083253-DCA,Business,2025-03-31,REED PARKING CORP.,,10025,QUEENS BLVD,,FOREST HILLS,NY,11375,2124903460,Queens,4,2019-03-15,Garage,"Vehicle Spaces: 66, Bicycle Spaces: 0",406,29,4307726,4021197501,QN17,71303,-73.85338549666106,40.726848344854666,"(40.726848344854666, -73.85338549666106)"
2067168-DCA,Business,2025-03-31,ELMHURST PARKING CORPORATION,,7911,41ST AVE,,ELMHURST,NY,11373,9173251969,Queens,4,2018-03-02,Garage and Parking Lot,"Vehicle Spaces: 110, Bicycle Spaces: 11",404,25,4036837,4014900018,QN29,267,-73.88621048623587,40.745728207655894,"(40.745728207655894, -73.88621048623587)"
2045012-DCA,Business,2025-03-31,65 WEST 55TH STREET PARKING CORP,,57,W 55TH ST,,NEW YORK,NY,10019,2127367171,Manhattan,1,2016-10-25,Garage,"Vehicle Spaces: 24, Bicycle Spaces: 0",105,04,1034818,1012710007,MN17,104,-73.97668409550673,40.76242070816173,"(40.76242070816173, -73.97668409550673)"
1100843-DCA,Business,2025-03-31,LIVINGSTON STREET PARKING LLC,,111,LIVINGSTON ST,,BROOKLYN,NY,11201,212-686-9800,Brooklyn,3,2006-05-16,Garage,"Vehicle Spaces: 150, Bicycle Spaces: 15",302,33,3002555,3002660001,BK09,9,-73.98980952026824,40.691144036853146,"(40.691144036853146, -73.98980952026824)"
2083093-DCA,Business,2025-03-31,ISABEL PARKING LLC,,951,RIVER AVE,,BRONX,NY,10452,6465840409,Bronx,2,2019-03-13,Garage,"Vehicle Spaces: 668, Bicycle Spaces: 25",204,16,2116393,2024930009,BX63,63,-73.92439421908942,40.8304812704075,"(40.8304812704075, -73.92439421908942)"
2114494-DCA,Business,2025-03-31,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,555,WAVERLY AVE,,BROOKLYN,NY,11238,7184072575,Brooklyn,3,2023-06-20,Garage,"Vehicle Spaces: 95, Bicycle Spaces: 10",302,35,3000000,3020120001,,,-73.96559299276629,40.68185378353369,"(40.68185378353369, -73.96559299276629)"
2083950-DCA,Business,2025-03-31,PARK LANE HOTEL GARAGE LLC,,36-38,CENTRAL PARK S,,NEW YORK,NY,10019,6465840409,Manhattan,1,2019-04-01,Garage,"Vehicle Spaces: 108, Bicycle Spaces: 11",105,04,1035251,1012740011,MN17,11201,-73.97479515741158,40.76505251825518,"(40.76505251825518, -73.97479515741158)"
2106439-DCA,Business,2025-03-31,BK PARKING GROUP INC,,351,E 51ST ST,,NEW YORK,NY,10022,9173277488,Manhattan,1,2022-06-01,Garage,"Vehicle Spaces: 15, Bicycle Spaces: 0",106,04,1039660,1013447502,,,-73.96620143728376,40.75472733570692,"(40.75472733570692, -73.96620143728376)"
1151780-DCA,Business,2025-03-31,"BROOK PARKING GARAGE, INC.",,420,E 167TH ST,,BRONX,NY,10456,7185888328,Bronx,2,2003-09-16,Parking Lot,"Vehicle Spaces: 64, Bicycle Spaces: 6",203,16,2000000,2023920071,BX14,143,-73.90959329799064,40.83042121245971,"(40.83042121245971, -73.90959329799064)"
2107942-DCA,Business,2025-03-31,615 GARAGE CORPORATION,,800,5TH AVE,,NEW YORK,NY,10065,2126168900,Manhattan,1,2022-08-04,Garage and Parking Lot,"Vehicle Spaces: 150, Bicycle Spaces: 15",108,04,1078315,1013760001,,,-73.97202246304983,40.76560906086607,"(40.76560906086607, -73.97202246304983)"
0968559-DCA,Business,2025-03-31,EFFICIENT PARKING LLC,,170,W 23RD ST,,NEW YORK,NY,10011,212-686-9800,Manhattan,1,2006-05-15,Garage,"Vehicle Spaces: 105, Bicycle Spaces: 10",104,3,1068238,1007980502,MN13,91,-73.99465534308824,40.74367632519678,"(40.74367632519678, -73.99465534308824)"
2103464-DCA,Business,2025-03-31,XTELL PARKING LLC,XTELL PARKING,17802,HILLSIDE AVE,,JAMAICA,NY,11432,917-592-4762,Queens,4,2022-01-14,Garage,"Vehicle Spaces: 100, Bicycle Spaces: 10",412,27,4212276,4099130025,,,-73.78519950489277,40.71231209034479,"(40.71231209034479, -73.78519950489277)"
2084415-DCA,Business,2025-03-31,20166 PARKING LLC,,202,E 67TH ST,,NEW YORK,NY,10065,212-794-0111,Manhattan,1,2019-04-09,Garage,"Vehicle Spaces: 106, Bicycle Spaces: 11",108,04,1043872,1014210001,MN31,118,-73.96256741728568,40.76639686242807,"(40.76639686242807, -73.96256741728568)"
2081153-DCA,Business,2025-03-31,200 EAST END AVENUE PARKING CORP,,200,E END AVE,,NEW YORK,NY,10128,2127367171,Manhattan,1,2019-01-07,Garage and Parking Lot,"Vehicle Spaces: 41, Bicycle Spaces: 0",108,05,1051371,1015860021,MN32,152,-73.94330963720729,40.77697545645079,"(40.77697545645079, -73.94330963720729)"
2078866-DCA,Business,2025-03-31,LM BONNEVILLE PARKING LLC,,329,E 22ND ST,,NEW YORK,NY,10010,2127143571,Manhattan,1,2018-10-05,Garage,"Vehicle Spaces: 160, Bicycle Spaces: 16",106,02,1020572,1009280017,MN21,64,-73.98054685606057,40.73687880155703,"(40.73687880155703, -73.98054685606057)"
2092450-DCA,Business,2025-03-31,VANCITY PARKING INC,,355,E 72ND ST,,NEW YORK,NY,10021,6463689834,Manhattan,1,2019-11-22,Garage,"Vehicle Spaces: 31, Bicycle Spaces: 0",108,05,1080484,1014470023,,,-73.95691652545858,40.7682009275074,"(40.7682009275074, -73.95691652545858)"
2106435-DCA,Business,2025-03-31,7 VANDAM STREET PARKING CORP.,,14,CHARLTON ST,,NEW YORK,NY,10014,2127367171,Manhattan,1,2022-06-01,Garage,"Vehicle Spaces: 63, Bicycle Spaces: 6",102,03,1007832,1005060027,,,-74.00408776628014,40.727010234289224,"(40.727010234289224, -74.00408776628014)"
