DCA License Number,License Expiration Date,License Creation Date,Industry,Detail,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Longitude,Latitude,Location
0977109-DCA,03/31/2025,01/06/1998,Garage,"Vehicle Spaces: 24, Bicycle Spaces: 0",F & F E. 70 ST. CORP.,,10,E 70TH ST,,NEW YORK,NY,10021,2125359866,Manhattan,1,108,4,1041320,1013840063,MN40,122,-73.96738463391779,40.77088323261442,"(40.77088323261442, -73.96738463391779)"
2096362-DCA,07/26/2023,09/09/2020,Garage,"Vehicle Spaces: 338, Bicycle Spaces: 21",420 KENT GARAGE LLC,,420,KENT AVE,,BROOKLYN,NY,11249,6465840409,Brooklyn,3,301,33,3425676,3021340056,,,-73.96852541837481,40.7099143854737,"(40.7099143854737, -73.96852541837481)"
1126345-DCA,03/31/2025,11/07/2002,Garage,"Vehicle Spaces: 83, Bicycle Spaces: 8",79TH STREET REALTY LLC,,350,E 79TH ST,,NEW YORK,NY,10075,2126501143,Manhattan,1,108,5,1045256,1014530027,MN31,134,-73.95385913884142,40.77282463024915,"(40.77282463024915, -73.95385913884142)"
1269988-DCA,03/31/2025,02/26/2009,Garage,"Vehicle Spaces: 75, Bicycle Spaces: 8",BARCLAY STREET REALTY LLC,,10,BARCLAY ST,,NEW YORK,NY,10007,2125358670,Manhattan,1,101,1,1087947,1000880014,MN24,21,-74.0085632840522,40.71219926740093,"(40.71219926740093, -74.0085632840522)"
1097397-DCA,03/31/2025,11/29/2001,Garage,"Vehicle Spaces: 135, Bicycle Spaces: 14","STABLE CAR PARKING, INC.",,614,W 153RD ST,,NEW YORK,NY,10031,212-979-9815,Manhattan,1,109,7,1062471,1020990040,MN04,237,-73.94758478574963,40.831800625785824,"(40.831800625785824, -73.94758478574963)"
0427285-DCA,03/31/2025,03/11/1997,Parking Lot,"Vehicle Spaces: 50, Bicycle Spaces:",69 WARREN STREET PARKING CORPORATION,,67,WARREN ST,,NEW YORK,NY,10007,2122335688,Manhattan,1,101,1,1000000,1001320030,MN24,21,-74.00996687952471,40.71506743016926,"(40.71506743016926, -74.00996687952471)"
2096426-DCA,03/31/2025,09/17/2020,Garage,"Vehicle Spaces: 94, Bicycle Spaces: 9",EAST 58 PARKING LLC,,115,E 57TH ST,,NEW YORK,NY,10022,9179391515,Manhattan,1,105,04,1036926,1013127501,,,-73.96999558186654,40.761299305165565,"(40.761299305165565, -73.96999558186654)"
1192089-DCA,03/31/2025,03/30/2005,Parking Lot,"Vehicle Spaces: 50, Bicycle Spaces:","A.R.M. PARKING, LLC",,710,61ST ST,,BROOKLYN,NY,11220,6312659045,Brooklyn,3,307,38,3143881,3057940012,BK34,118,-74.0118826611043,40.63594088873494,"(40.63594088873494, -74.0118826611043)"
1184438-DCA,03/31/2025,11/09/2004,Garage,"Vehicle Spaces: 200, Bicycle Spaces: 20",LIBERTY STREET REALTY LLC,,10,LIBERTY ST,,NEW YORK,NY,10005,2125358670,Manhattan,1,101,1,1086256,1000420022,MN25,7,-74.00815512260252,40.707640246019025,"(40.707640246019025, -74.00815512260252)"
0819194-DCA,03/31/2025,03/11/1997,Parking Lot,"Vehicle Spaces: 56, Bicycle Spaces: 5",AVANTI REALTY CORP.,,4241,WEBSTER AVE,,BRONX,NY,10470,9147776770,Bronx,2,212,11,2019759,2033950054,BX62,45101,-73.86275117636447,40.896991609923006,"(40.896991609923006, -73.86275117636447)"
1312579-DCA,03/31/2025,03/27/2009,Garage,"Vehicle Spaces: 72, Bicycle Spaces: 7","PARK 139TH, LLC",,34,W 139TH ST,,NEW YORK,NY,10037,2122340855,Manhattan,1,110,9,1087516,1017360501,MN03,212,-73.93683149559669,40.81576060014264,"(40.81576060014264, -73.93683149559669)"
1354465-DCA,03/31/2025,05/18/2010,Garage,"Vehicle Spaces: 72, Bicycle Spaces: 7","PARK 139TH, LLC",,29,W 138TH ST,,NEW YORK,NY,10037,2122340855,Manhattan,1,110,9,1087610,1017360027,MN03,212,-73.93767008976492,40.81528896455536,"(40.81528896455536, -73.93767008976492)"
1071281-DCA,03/31/2025,01/24/2001,Garage,"Vehicle Spaces: 130, Bicycle Spaces: 13",RIVER YORK BARCLAY LLC,,1749,YORK AVE,,NEW YORK,NY,10128,2128609888,Manhattan,1,108,5,1050756,1015710022,MN32,152,-73.94471950987567,40.77924054932168,"(40.77924054932168, -73.94471950987567)"
2068179-DCA,03/31/2025,03/22/2018,Garage,"Vehicle Spaces: 240, Bicycle Spaces: 20",125 PERRY LLC,,125,PERRY ST,,NEW YORK,NY,10014,2122624771,Manhattan,1,102,03,1011862,1006330024,MN23,75,-74.00728163998545,40.734972610927024,"(40.734972610927024, -74.00728163998545)"
1341578-DCA,03/31/2025,12/28/2009,Parking Lot,"Vehicle Spaces: 100, Bicycle Spaces: 10",90 JOHN ST. PARKING CORP.,,1185,RIVER AVE,,BRONX,NY,10452,212-262-4771,Bronx,2,204,16,0,2000000000,BX63,197,-73.92164606683309,40.83513995919916,"(40.83513995919916, -73.92164606683309)"
1081571-DCA,03/31/2025,05/18/2001,Garage,"Vehicle Spaces: 300, Bicycle Spaces: 21",56TH REALTY LLC,,300,E 56TH ST,,NEW YORK,NY,10022,2123088107,Manhattan,1,106,5,1039975,1013480049,MN19,108,-73.96543429581682,40.75847643011189,"(40.75847643011189, -73.96543429581682)"
1125479-DCA,03/31/2025,10/29/2002,Garage,"Vehicle Spaces: 33, Bicycle Spaces:",520 EAST 81ST STREET GARAGE CORP.,,520,E 81ST ST,,NEW YORK,NY,10028,9173067900,Manhattan,1,108,5,1050880,1015770501,MN32,136,-73.94879046263203,40.77240803345145,"(40.77240803345145, -73.94879046263203)"
1374135-DCA,03/31/2025,10/12/2010,Garage,"Vehicle Spaces: 410, Bicycle Spaces: 22",WEST 38TH STREET LLC,,320,W 38TH ST,,NEW YORK,NY,10018,2125358670,Manhattan,1,104,3,1087840,1007610043,MN13,111,-73.99246711407785,40.75505318305637,"(40.75505318305637, -73.99246711407785)"
2008790-DCA,03/31/2025,05/28/2014,Garage,"Vehicle Spaces: 100, Bicycle Spaces: 10",WEST 43 PARKING LLC,,635,W 42ND ST,,NEW YORK,NY,10036,2122624771,Manhattan,1,104,03,1087539,1010907501,MN15,129,-73.99937911953567,40.761281252805055,"(40.761281252805055, -73.99937911953567)"
1312575-DCA,03/31/2025,03/27/2009,Garage,"Vehicle Spaces: 71, Bicycle Spaces: 7","PARK 117TH, LLC",,279,W 117TH ST,,NEW YORK,NY,10026,2122220242,Manhattan,1,110,9,1086232,1019230001,MN11,218,-73.95420539322119,40.80482559994171,"(40.80482559994171, -73.95420539322119)"
2055593-DCA,03/31/2025,07/11/2017,Parking Lot,"Vehicle Spaces: 20, Bicycle Spaces: 0",JEMPTY & SCHNEIDER THOMAS,J & S PARKING,1367,WHITE PLAINS RD,,BRONX,NY,10462,914-248-5736,Bronx,2,209,18,2000000,2038840028,BX08,21601,-73.8630456104675,40.83484647032031,"(40.83484647032031, -73.8630456104675)"
2081952-DCA,03/31/2025,02/05/2019,Garage,"Vehicle Spaces: 227, Bicycle Spaces: 20",PROPARK AMERICA NEW YORK LLC,,885,2ND AVE,,NEW YORK,NY,10017,9174152415,Manhattan,1,106,04,1037988,1013210022,MN19,90,-73.96975740741871,40.75319401100529,"(40.75319401100529, -73.96975740741871)"
1368918-DCA,03/31/2025,08/31/2010,Parking Lot,"Vehicle Spaces: 73, Bicycle Spaces: 7",COURTESY PARKING LLC,,283,E 164TH ST,,BRONX,NY,10456,2129799815,Bronx,2,204,16,2000000,2024320019,BX14,173,-73.91653398241658,40.828252630283515,"(40.828252630283515, -73.91653398241658)"
2070412-DCA,03/31/2025,05/02/2018,Parking Lot,"Vehicle Spaces: 185, Bicycle Spaces: 19",STRELLA  LLC,STRELLA,721,AMSTERDAM AVE,,NEW YORK,NY,10025,21226214771,Manhattan,1,107,06,1032587,1012267502,MN12,181,-73.97073947779525,40.7935227052294,"(40.7935227052294, -73.97073947779525)"
1070442-DCA,03/31/2025,12/29/2000,Garage,"Vehicle Spaces: 150, Bicycle Spaces: 15",RIVER YORK STRATFORD LLC,,1385,YORK AVE,,NEW YORK,NY,10021,2126501299,Manhattan,1,108,5,1045876,1014680021,MN31,124,-73.9529744373984,40.767930401380234,"(40.767930401380234, -73.9529744373984)"
0913566-DCA,03/31/2025,03/28/1995,Garage,"Vehicle Spaces: 95, Bicycle Spaces: 10",TAFT GARAGE CORP.,TAFT GARAGE,891,SHERIDAN AVE,,BRONX,NY,10451,2129562280,Bronx,2,204,17,2002806,2024600025,BX14,18301,-73.92093321137655,40.826809265196836,"(40.826809265196836, -73.92093321137655)"
1070436-DCA,03/31/2025,12/29/2000,Garage,"Vehicle Spaces: 137, Bicycle Spaces: 14",92ND REALTY LLC,,441,E 92ND ST,,NEW YORK,NY,10128,2128609627,Manhattan,1,108,4,1050763,1015730022,MN32,152,-73.94514487208262,40.78009711027421,"(40.78009711027421, -73.94514487208262)"
1386548-DCA,03/31/2025,04/05/2011,Garage,"Vehicle Spaces: 198, Bicycle Spaces: 19","ALLIED 60 BAY STREET, LLC",,60,BAY ST,,STATEN ISLAND,NY,10301,7182633800,Staten Island,5,501,49,5000025,5000050051,SI22,3,-74.07568965455333,40.64055802697821,"(40.64055802697821, -74.07568965455333)"
1377817-DCA,03/31/2025,12/02/2010,Garage,"Vehicle Spaces: 220, Bicycle Spaces: 20",COLUMBUS 60TH REALTY LLC,,45,W 60TH ST,,NEW YORK,NY,10023,212-535-8670,Manhattan,1,107,6,1027187,1011130001,MN14,145,-73.98318364590243,40.769379759576935,"(40.769379759576935, -73.98318364590243)"
1070438-DCA,03/31/2025,12/29/2000,Garage,"Vehicle Spaces: 177, Bicycle Spaces: 18",ARWIN 74TH STREET LLC,,300,E 75TH ST,,NEW YORK,NY,10021,2126501416,Manhattan,1,108,5,1044925,1014490003,MN31,134,-73.95659005058604,40.77059696317625,"(40.77059696317625, -73.95659005058604)"
2086774-DCA,03/31/2025,06/04/2019,Garage,"Vehicle Spaces: 102, Bicycle Spaces: 10",68 PARKING INC,,13633,37TH AVE,,FLUSHING,NY,11354,6469966479,Queens,4,407,20,4596827,4049777503,QN22,869,-73.83005056816629,40.761809149492414,"(40.761809149492414, -73.83005056816629)"
1461468-DCA,03/31/2025,04/08/2013,Parking Lot,"Vehicle Spaces: 18, Bicycle Spaces:",MP 25 III LLC,,39,W 25TH ST,,NEW YORK,NY,10010,2124903460,Manhattan,1,105,3,1000000,1008270014,MN13,58,-73.99024539493912,40.74350311686132,"(40.74350311686132, -73.99024539493912)"
1198597-DCA,03/31/2025,05/27/2005,Garage,"Vehicle Spaces: 150, Bicycle Spaces: 15",WEST 64TH STREET LLC,,1930,BROADWAY,,NEW YORK,NY,10023,2125358670,Manhattan,1,107,6,1086193,1011170001,MN14,149,-73.98217555057616,40.77254429244348,"(40.77254429244348, -73.98217555057616)"
1070778-DCA,03/31/2025,01/24/2001,Garage,"Vehicle Spaces: 150, Bicycle Spaces: 15",BAMFORD REALTY LLC,,333,E 56TH ST,,NEW YORK,NY,10022,2123558030,Manhattan,1,106,5,1039984,1013490014,MN19,108,-73.96487852610655,40.758264916679536,"(40.758264916679536, -73.96487852610655)"
2038683-DCA,03/31/2025,06/06/2016,Garage,"Vehicle Spaces: 59, Bicycle Spaces: 6",MD CBD 180 FRANKLIN LLC,,180,FRANKLIN AVE,,BROOKLYN,NY,11205,7182633800,Brooklyn,3,303,33,3000000,3019120040,BK69,235,-73.95779073367433,40.69327766746889,"(40.69327766746889, -73.95779073367433)"
1187631-DCA,03/31/2025,01/13/2005,Parking Lot,"Vehicle Spaces: 53, Bicycle Spaces: 5","LAFAYETTE STREET PARKING, LLC",,410,LAFAYETTE ST,,NEW YORK,NY,10003,2129299404,Manhattan,1,102,2,1000000,1005450048,MN23,57,-73.99252422382523,40.72860476753259,"(40.72860476753259, -73.99252422382523)"
1070441-DCA,03/31/2025,12/29/2000,Garage,"Vehicle Spaces: 235, Bicycle Spaces: 20",EAST 72ND REALTY LLC,,1365,YORK AVE,,NEW YORK,NY,10021,212-650-0911,Manhattan,1,108,5,1045849,1014670021,MN31,124,-73.95342974946078,40.76730753011028,"(40.76730753011028, -73.95342974946078)"
2105738-DCA,03/31/2025,05/03/2022,Garage,"Vehicle Spaces: 293, Bicycle Spaces: 30",BRIGHT MANAGEMENT SOLUTIONS LLC,LINDEN PARKING,123,LINDEN BLVD,,BROOKLYN,NY,11226,2122624771,Brooklyn,3,317,40,3116661,3050840084,,,-73.95422712196176,40.6524148264688,"(40.6524148264688, -73.95422712196176)"
2071127-DCA,03/31/2025,05/14/2018,Garage,"Vehicle Spaces: 240, Bicycle Spaces: 20",INTERPARKING GARAGE LLC.,,800,BRADY AVE,,BRONX,NY,10462,6462081355,Bronx,2,211,13,2048813,2042900071,BX49,228,-73.8637867784381,40.85232840907742,"(40.85232840907742, -73.8637867784381)"
1250870-DCA,03/31/2025,03/28/2007,Garage,"Vehicle Spaces: 136, Bicycle Spaces: 14","88TH STREET REALTY, L.P.",,1675,YORK AVE,,NEW YORK,NY,10128,2125358670,Manhattan,1,108,5,1050621,1015680021,MN32,14402,-73.9460714304721,40.7773857479119,"(40.7773857479119, -73.9460714304721)"
2110656-DCA,03/31/2025,01/18/2023,Garage and Parking Lot,"Vehicle Spaces: 129, Bicycle Spaces: 13",EAST 80TH STREET GARAGE LLC,,345,E 80TH ST,,NEW YORK,NY,10075,646-574-0045,Manhattan,1,108,05,1076841,1015437501,,,-73.95286232390775,40.77331279027021,"(40.77331279027021, -73.95286232390775)"
2055724-DCA,03/31/2025,07/13/2017,Parking Lot,"Vehicle Spaces: 9, Bicycle Spaces: 0",FORDHAM SERVICES CENTER INC.,MOBIL MART,730,E FORDHAM RD,,BRONX,NY,10458,718-933-1692,Bronx,2,206,15,2013069,2031150028,BX06,393,-73.88165602651438,40.85746150798788,"(40.85746150798788, -73.88165602651438)"
2057554-DCA,03/31/2025,08/28/2017,Parking Lot,"Vehicle Spaces: 17, Bicycle Spaces: 0","MEDOW, SHARON H",,152,INDIA ST,,BROOKLYN,NY,11222,718-996-2405,Brooklyn,3,301,33,3000000,3025410012,BK76,575,-73.9537608453378,40.73239721266156,"(40.73239721266156, -73.9537608453378)"
2061663-DCA,03/31/2025,11/27/2017,Garage,"Vehicle Spaces: 99, Bicycle Spaces: 0",169 LUDLOW PARKING LLC,,180,ORCHARD ST,,NEW YORK,NY,10002,212-262-4771,Manhattan,1,103,01,1090121,1004127501,MN27,3001,-73.98830404884531,40.7218523134901,"(40.7218523134901, -73.98830404884531)"
2018558-DCA,03/31/2025,02/23/2015,Garage,"Vehicle Spaces: 28, Bicycle Spaces: 0",PRION CORP,PRION CORP,300,E 77TH ST,,NEW YORK,NY,10075,2127171602,Manhattan,1,108,05,1045192,1014517501,MN31,134,-73.95566497609501,40.77186468057639,"(40.77186468057639, -73.95566497609501)"
2090148-DCA,03/31/2025,09/03/2019,Garage and Parking Lot,"Vehicle Spaces: 92, Bicycle Spaces: 9",150 CHARLES STREET GARAGE LLC,,150,CHARLES ST,,NEW YORK,NY,10014,6465840409,Manhattan,1,102,03,1089743,1006367503,MN23,75,-74.00881145407467,40.73403379826885,"(40.73403379826885, -74.00881145407467)"
2050760-DCA,03/31/2025,04/06/2017,Garage,"Vehicle Spaces: 50, Bicycle Spaces: 0",JUNCTION ELMHURST 27 CORP,,9425,57TH AVE,,ELMHURST,NY,11373,2123606300,Queens,4,404,25,4047077,4019020010,QN29,683,-73.86699727967387,40.73631781874827,"(40.73631781874827, -73.86699727967387)"
2049378-DCA,03/31/2025,03/09/2017,Parking Lot,"Vehicle Spaces: 138, Bicycle Spaces: 14","BOGOPA, INC",,1759,RIDGEWOOD PL,,BROOKLYN,NY,11237,718-381-8338,Brooklyn,3,304,37,3251946,3033540001,,,-73.91118955540323,40.69845522318618,"(40.69845522318618, -73.91118955540323)"
0894307-DCA,03/31/2025,04/21/1995,Parking Lot,"Vehicle Spaces: 50, Bicycle Spaces:",MYRDOT REALTY CORP.,,1527,62ND ST,,BROOKLYN,NY,11219,7182593616,Brooklyn,3,311,38,3328527,3055230016,BK28,250,-73.99458562571785,40.624605397260794,"(40.624605397260794, -73.99458562571785)"
2101547-DCA,03/31/2025,09/16/2021,Garage,"Vehicle Spaces: 89, Bicycle Spaces: 9",PENTA PARKING LLC,,156,E 105TH ST,,NEW YORK,NY,10029,2129299404,Manhattan,1,111,08,1051976,1016320048,,,-73.94628763192534,40.79135654576607,"(40.79135654576607, -73.94628763192534)"
0901963-DCA,03/31/2025,03/27/1997,Garage,"Vehicle Spaces: 114, Bicycle Spaces: 11",GRACIE PUBLIC PARKING CORP.,,401,E 89TH ST,,NEW YORK,NY,10128,2127367171,Manhattan,1,108,5,1076331,1015690502,MN32,152,-73.94762299637955,40.77867100042157,"(40.77867100042157, -73.94762299637955)"
2098320-DCA,03/31/2025,04/07/2021,Garage,"Vehicle Spaces: 188, Bicycle Spaces: 19",1114 6th AVENUE GARAGE LLC,,1114,6TH AVE,,NEW YORK,NY,10036,6465840409,Manhattan,1,105,04,1034196,1012580009,,,-73.9837322141691,40.755351457953076,"(40.755351457953076, -73.9837322141691)"
2096223-DCA,03/31/2025,08/18/2020,Garage,"Vehicle Spaces: 101, Bicycle Spaces: 10",600 COLUMBUS PARKING CORP,,600,COLUMBUS AVE,,NEW YORK,NY,10024,2127367171,Manhattan,1,107,06,1032439,1012200029,,,-73.97103774415604,40.78864539367313,"(40.78864539367313, -73.97103774415604)"
2036981-DCA,03/31/2025,05/03/2016,Garage,"Vehicle Spaces: 42, Bicycle Spaces: 0",316 BERGEN PARKING CORP,,312,BERGEN ST,,BROOKLYN,NY,11217,2127367171,Brooklyn,3,302,33,3000000,3003890005,BK38,127,-73.98143145359523,40.68319138889326,"(40.68319138889326, -73.98143145359523)"
0944416-DCA,03/31/2025,08/19/1996,Parking Lot,"Vehicle Spaces: 11, Bicycle Spaces:",MARAND REALTY COMPANY LLC,,6698,E BURNSIDE AVE,,BRONX,NY,10453,5168691240 EXT 116,Bronx,2,,,,,,,-77.51958437167269,40.11238533659802,"(40.11238533659802, -77.51958437167269)"
2093047-DCA,03/31/2025,12/17/2019,Garage,"Vehicle Spaces: 60, Bicycle Spaces: 6",A & J PARKING LLC,3470 FORT INDEPENDENCE STREET PARKING,3470,FORT INDEPENDENCE ST,,BRONX,NY,10463,9143143157,Bronx,2,208,11,,,,,-73.89884456209464,40.88172725167505,"(40.88172725167505, -73.89884456209464)"
2109284-DCA,03/31/2025,10/12/2022,Garage,"Vehicle Spaces: 75, Bicycle Spaces: 8",57 PARK OPS LLC,,357,E 57TH ST,,NEW YORK,NY,10022,2129299404,Manhattan,1,106,05,1040014,1013507501,,,-73.96369436876499,40.75864332432004,"(40.75864332432004, -73.96369436876499)"
2114505-DCA,07/23/2023,06/20/2023,Garage,"Vehicle Spaces: 111, Bicycle Spaces: 12","LAZ PARKING NEW YORK/NEW JERSEY, LLC",,510,DRIGGS AVE,,BROOKLYN,NY,11211,7184072575,Brooklyn,3,301,33,3000000,3023127501,,,-73.95542303939364,40.7179933805375,"(40.7179933805375, -73.95542303939364)"
2096719-DCA,03/31/2025,10/22/2020,Garage,"Vehicle Spaces: 253, Bicycle Spaces: 21",RIVERSIDE BLVD GARAGE LLC,,80,RIVERSIDE BLVD,,NEW YORK,NY,10069,6465840409,Manhattan,1,107,06,1087720,1011717507,,,-73.99022987850914,40.77548487129163,"(40.77548487129163, -73.99022987850914)"
2099665-DCA,03/31/2025,06/24/2021,Garage,"Vehicle Spaces: 72, Bicycle Spaces: 7",VANCITY PARKING INC,,415,GREENWICH ST,,NEW YORK,NY,10013,6463689834,Manhattan,1,101,01,1002807,1002157504,,,-74.00988487548328,40.721561538821334,"(40.721561538821334, -74.00988487548328)"
1205833-DCA,03/31/2025,08/05/2005,Garage,"Vehicle Spaces: 24, Bicycle Spaces:",CAROLE GARDENS REALTY LLC,,13921,86TH AVE,,JAMAICA,NY,11435,2125358670,Queens,4,408,24,4207692,4097100094,QN35,214,-73.81615314491138,40.70807012238541,"(40.70807012238541, -73.81615314491138)"
2054849-DCA,03/31/2025,06/22/2017,Garage,"Vehicle Spaces: 56, Bicycle Spaces: 6",70TH PARK OPS LLC,,400,E 70TH ST,,NEW YORK,NY,10021,2129299404,Manhattan,1,108,05,1045589,1014647501,MN31,124,-73.95662531215173,40.76634537326798,"(40.76634537326798, -73.95662531215173)"
0917447-DCA,03/31/2025,03/20/2003,Garage,"Vehicle Spaces: 70, Bicycle Spaces: 7",211 GARAGE CORP.,,211,E 18TH ST,,NEW YORK,NY,10003,2124730135,Manhattan,1,106,2,1019581,1008990008,MN21,48,-73.98485924525741,40.735586670573056,"(40.735586670573056, -73.98485924525741)"
0469630-DCA,03/31/2025,03/25/1997,Parking Lot,"Vehicle Spaces: 85, Bicycle Spaces: 9",395 PARKING CORP.,,395,BROOME ST,,NEW YORK,NY,10013,2122269797,Manhattan,1,102,1,1066723,1004710011,MN24,41,-73.99715723654015,40.72062047581801,"(40.72062047581801, -73.99715723654015)"
2057853-DCA,03/31/2025,09/05/2017,Garage and Parking Lot,"Vehicle Spaces: 160, Bicycle Spaces: 16",255 SCHERMERHORN STREET PARKING CORP.,,33,BOND ST,,BROOKLYN,NY,11201,2127367171,Brooklyn,3,302,33,3422112,3001660001,BK38,37,-73.98365834326495,40.68864284240401,"(40.68864284240401, -73.98365834326495)"
1418886-DCA,03/31/2025,02/08/2012,Garage,"Vehicle Spaces: 99, Bicycle Spaces: 10",215 EAST 24TH GARAGE CORP.,,215,E 24TH ST,,NEW YORK,NY,10010,2127367171,Manhattan,1,106,2,1019785,1009050006,MN20,66,-73.98209784713143,40.739266987672785,"(40.739266987672785, -73.98209784713143)"
1192853-DCA,03/31/2025,04/07/2005,Garage,"Vehicle Spaces: 200, Bicycle Spaces: 20",59 ALLEN STREET GARAGE CORP.,,59,ALLEN ST,,NEW YORK,NY,10002,212-736-7171,Manhattan,1,103,1,1082491,1003070024,MN27,16,-73.9914577300306,40.717104157033425,"(40.717104157033425, -73.9914577300306)"
2015757-DCA,03/31/2025,11/21/2014,Garage,"Vehicle Spaces: 113, Bicycle Spaces: 11",116TH-117TH STREET PARKING CORP.,,23,W 116TH ST,,NEW YORK,NY,10026,2127367171,Manhattan,1,110,09,1000000,1016007502,MN11,190,-73.9474211542746,40.801081643562604,"(40.801081643562604, -73.9474211542746)"
2019845-DCA,03/31/2025,03/23/2015,Garage,"Vehicle Spaces: 68, Bicycle Spaces: 7",W 155 Operating LLC,,400,W 155TH ST,,NEW YORK,NY,10032,212-685-8314,Manhattan,1,109,09,1000000,1020690021,MN04,23501,-73.94050689878313,40.83051541051173,"(40.83051541051173, -73.94050689878313)"
2023581-DCA,03/31/2025,06/01/2015,Garage,"Vehicle Spaces: 76, Bicycle Spaces: 8",NORTH 4TH PLACE GARAGE CORP.,,1,N 4TH PL,,BROOKLYN,NY,11249,2127367171,Brooklyn,3,301,33,3000000,3023400004,BK73,555,-73.96419213152816,40.71903670590418,"(40.71903670590418, -73.96419213152816)"
2078116-DCA,03/31/2025,09/13/2018,Garage,"Vehicle Spaces: 120, Bicycle Spaces: 12",HOYT & SCHERMERHORN PARKING LLC.,,45,HOYT ST,,BROOKLYN,NY,11201,2126869800,Brooklyn,3,302,33,3000495,3001650001,BK38,37,-73.98597315941812,40.68926895544534,"(40.68926895544534, -73.98597315941812)"
2087587-DCA,03/31/2025,06/25/2019,Garage,"Vehicle Spaces: 147, Bicycle Spaces: 15",A PLUS PARKING LLC,,13620,BOOTH MEMORIAL AVE,,FLUSHING,NY,11355,3477329349,Queens,4,407,20,4000000,4063710010,QN62,799,-73.8287199859422,40.74721333716133,"(40.74721333716133, -73.8287199859422)"
2114528-DCA,08/30/2023,06/20/2023,Garage,"Vehicle Spaces: 263, Bicycle Spaces: 20",SP PLUS CORPORATION,,4813,9TH AVE,,BROOKLYN,NY,11220,2126954568,Brooklyn,3,312,38,3137303,3056310001,,,-74.0004720258279,40.640766836326165,"(40.640766836326165, -74.0004720258279)"
2019665-DCA,03/31/2025,03/18/2015,Garage and Parking Lot,"Vehicle Spaces: 127, Bicycle Spaces: 12",93RD STREET PARKING LLC,,100,W 93RD ST,,NEW YORK,NY,10025,212-686-9800,Manhattan,1,107,06,1032526,1012237503,MN12,177,-73.96899992363257,40.79095043803797,"(40.79095043803797, -73.96899992363257)"
2083642-DCA,07/31/2023,03/25/2019,Garage,"Vehicle Spaces: 108, Bicycle Spaces: 11",390 MADISON PARKING CORP.,,390,MADISON AVE,,NEW YORK,NY,10017,2127367171,Manhattan,1,105,04,1035403,1012820017,MN17,94,-73.97715205648149,40.7557373498855,"(40.7557373498855, -73.97715205648149)"
2097989-DCA,03/31/2025,03/09/2021,Garage,"Vehicle Spaces: 301, Bicycle Spaces: 21",SURF AVENUE GARAGE LLC,,3514,SURF AVE,,BROOKLYN,NY,11224,6465840409,Brooklyn,3,313,47,,,,,-74.00059033328448,40.57296764582055,"(40.57296764582055, -74.00059033328448)"
2111198-DCA,03/31/2025,02/24/2023,Garage,"Vehicle Spaces: 67, Bicycle Spaces: 7",MV GARAGE MANAGEMENT INC,,2351,ADAM CLAYTON POWELL JR BLVD,,NEW YORK,NY,10030,6466602036,Manhattan,1,110,09,1090558,1020067502,,,-73.94248799726114,40.816949279559374,"(40.816949279559374, -73.94248799726114)"
2112890-DCA,03/31/2025,05/01/2023,Garage and Parking Lot,"Vehicle Spaces: 75, Bicycle Spaces: 8",LANDON PARKING LLC,,520,W 43RD ST,,NEW YORK,NY,10036,212-686-9800,Manhattan,1,104,03,1085659,1010710042,,,-73.99633610625824,40.76086399523876,"(40.76086399523876, -73.99633610625824)"
2083251-DCA,03/31/2025,03/15/2019,Garage and Parking Lot,"Vehicle Spaces: 50, Bicycle Spaces: 0",MANHATTAN PARKING BORO CORP,,40,CLINTON ST,,BROOKLYN,NY,11201,2124903460,Brooklyn,3,302,33,3001936,3002380065,BK09,502,-73.99190047080123,40.69537389156891,"(40.69537389156891, -73.99190047080123)"
2083832-DCA,03/31/2025,03/28/2019,Garage,"Vehicle Spaces: 150, Bicycle Spaces: 15",RELIABLE PARKING CORP.,,1193,FRANKLIN AVE,,BRONX,NY,10456,2124903460,Bronx,2,203,16,2000000,2026110046,BX35,185,-73.90405822592884,40.82983486092684,"(40.82983486092684, -73.90405822592884)"
1312149-DCA,03/31/2025,03/24/2009,Garage,"Vehicle Spaces: 334, Bicycle Spaces: 21",ENTERPRISE 40TH PARKING CORP.,,315,E 40TH ST,,NEW YORK,NY,10016,2127367171,Manhattan,1,106,4,1038646,1013330018,MN19,88,-73.97280563756271,40.74840793133938,"(40.74840793133938, -73.97280563756271)"
2091188-DCA,03/31/2025,10/07/2019,Garage,"Vehicle Spaces: 139, Bicycle Spaces: 14",PPS 37TH AVENUE LLC,,8213,37TH AVE,,JACKSON HEIGHTS,NY,11372,2123606300,Queens,4,403,25,4035815,4014560035,QN28,283,-73.88409221720319,40.74977734784966,"(40.74977734784966, -73.88409221720319)"
1470216-DCA,03/31/2025,07/30/2013,Garage and Parking Lot,"Vehicle Spaces: 31, Bicycle Spaces:",KK ENTERPRISE GROUP INC,,554,W 182ND ST,,NEW YORK,NY,10033,9173277488,Manhattan,1,112,10,1063664,1021540057,,,-73.93232102885955,40.84948781974212,"(40.84948781974212, -73.93232102885955)"
